Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_NEM_%
17886|YATA?AN|1975|5|66.2
17886|YATA?AN|1975|6|57.8
17886|YATA?AN|1975|7|45.8
17886|YATA?AN|1975|8|48.5
17886|YATA?AN|1975|9|41.9
17886|YATA?AN|1975|10|57.4
17886|YATA?AN|1975|11|72.0
17886|YATA?AN|1975|12|75.8
17886|YATA?AN|1975|13|61.8
17886|YATA?AN|1976|1|76.9
17886|YATA?AN|1976|2|67.7
17886|YATA?AN|1976|3|68.5
17886|YATA?AN|1976|4|67.5
17886|YATA?AN|1976|5|60.5
17886|YATA?AN|1976|6|53.9
17886|YATA?AN|1976|7|46.5
17886|YATA?AN|1976|8|48.6
17886|YATA?AN|1976|9|51.1
17886|YATA?AN|1976|10|69.2
17886|YATA?AN|1976|11|76.5
17886|YATA?AN|1976|12|80.8
17886|YATA?AN|1976|13|64.0
17886|YATA?AN|1977|1|72.4
17886|YATA?AN|1977|2|74.1
17886|YATA?AN|1977|3|65.5
17886|YATA?AN|1977|4|61.6
17886|YATA?AN|1977|5|52.6
17886|YATA?AN|1977|6|49.2
17886|YATA?AN|1977|7|42.0
17886|YATA?AN|1977|8|47.5
17886|YATA?AN|1977|9|59.9
17886|YATA?AN|1977|10|52.8
17886|YATA?AN|1977|11|69.8
17886|YATA?AN|1977|12|72.5
17886|YATA?AN|1977|13|59.9
17886|YATA?AN|1978|1|80.3
17886|YATA?AN|1978|2|72.7
17886|YATA?AN|1978|3|69.7
17886|YATA?AN|1978|4|66.6
17886|YATA?AN|1978|5|53.9
17886|YATA?AN|1978|6|50.2
17886|YATA?AN|1978|7|47.2
17886|YATA?AN|1978|8|51.9
17886|YATA?AN|1978|9|62.1
17886|YATA?AN|1978|10|68.4
17886|YATA?AN|1978|11|70.6
17886|YATA?AN|1978|12|79.9
17886|YATA?AN|1978|13|64.4
17886|YATA?AN|1979|1|77.1
17886|YATA?AN|1979|2|72.6
17886|YATA?AN|1979|3|71.8
17886|YATA?AN|1979|4|57.8
17886|YATA?AN|1979|5|68.3
17886|YATA?AN|1979|6|57.6
17886|YATA?AN|1979|7|47.3
17886|YATA?AN|1979|8|54.4
17886|YATA?AN|1979|9|52.1
17886|YATA?AN|1979|10|68.7
17886|YATA?AN|1979|11|75.8
17886|YATA?AN|1979|12|74.0
17886|YATA?AN|1979|13|64.8
17886|YATA?AN|1980|1|76.0
17886|YATA?AN|1980|2|72.7
17886|YATA?AN|1980|3|68.9
17886|YATA?AN|1980|4|69.0
17886|YATA?AN|1980|5|59.7
17886|YATA?AN|1980|6|53.8
17886|YATA?AN|1980|7|49.7
17886|YATA?AN|1980|8|54.1
17886|YATA?AN|1980|9|55.3
17886|YATA?AN|1980|10|59.9
17886|YATA?AN|1980|11|68.3
17886|YATA?AN|1980|12|69.7
17886|YATA?AN|1980|13|63.0
17886|YATA?AN|1981|1|79.4
17886|YATA?AN|1981|2|73.2
17886|YATA?AN|1981|3|66.1
17886|YATA?AN|1981|4|58.3
17886|YATA?AN|1981|5|59.9
17886|YATA?AN|1981|6|50.4
17886|YATA?AN|1981|7|53.2
17886|YATA?AN|1981|8|50.0
17886|YATA?AN|1981|9|53.7
17886|YATA?AN|1981|10|61.6
17886|YATA?AN|1981|11|68.3
17886|YATA?AN|1981|12|74.1
17886|YATA?AN|1981|13|62.3
17886|YATA?AN|1982|1|72.8
17886|YATA?AN|1982|2|67.8
17886|YATA?AN|1982|3|66.1
17886|YATA?AN|1982|4|64.1
17886|YATA?AN|1982|5|62.7
17886|YATA?AN|1982|6|54.9
17886|YATA?AN|1982|7|48.8
17886|YATA?AN|1982|8|50.9
17886|YATA?AN|1982|9|56.4
17886|YATA?AN|1982|10|67.4
17886|YATA?AN|1982|11|60.7
17886|YATA?AN|1982|12|70.2
17886|YATA?AN|1982|13|61.9
17886|YATA?AN|1983|1|63.2
17886|YATA?AN|1983|2|67.4
17886|YATA?AN|1983|3|64.6
17886|YATA?AN|1983|4|63.1
17886|YATA?AN|1983|5|60.7
17886|YATA?AN|1983|6|58.2
17886|YATA?AN|1983|7|53.1
17886|YATA?AN|1983|8|52.5
17886|YATA?AN|1983|9|56.0
17886|YATA?AN|1983|10|61.3
17886|YATA?AN|1983|11|73.0
17886|YATA?AN|1983|12|81.9
17886|YATA?AN|1983|13|62.9
17886|YATA?AN|1984|1|76.3
17886|YATA?AN|1984|2|73.6
17886|YATA?AN|1984|3|68.9
17886|YATA?AN|1984|4|69.8
17886|YATA?AN|1984|5|50.4
17886|YATA?AN|1984|6|48.5
17886|YATA?AN|1984|7|43.3
17886|YATA?AN|1984|8|44.2
17886|YATA?AN|1984|9|51.0
17886|YATA?AN|1984|10|51.6
17886|YATA?AN|1984|11|76.0
17886|YATA?AN|1984|12|76.4
17886|YATA?AN|1984|13|60.8
17886|YATA?AN|1985|1|78.4
17886|YATA?AN|1985|2|63.7
17886|YATA?AN|1985|3|70.7
17886|YATA?AN|1985|4|58.3
17886|YATA?AN|1985|5|57.5
17886|YATA?AN|1985|6|47.0
17886|YATA?AN|1985|7|36.6
17886|YATA?AN|1985|8|42.6
17886|YATA?AN|1985|9|42.6
17886|YATA?AN|1985|10|57.1
17886|YATA?AN|1985|11|70.3
17886|YATA?AN|1985|12|75.1
17886|YATA?AN|1985|13|58.3
17886|YATA?AN|1986|1|77.5
17886|YATA?AN|1986|2|76.1
17886|YATA?AN|1986|3|68.3
17886|YATA?AN|1986|4|55.0
17886|YATA?AN|1986|5|52.8
17886|YATA?AN|1986|6|52.1
17886|YATA?AN|1986|7|41.8
17886|YATA?AN|1986|8|45.5
17886|YATA?AN|1986|9|59.9
17886|YATA?AN|1986|10|59.5
17886|YATA?AN|1986|11|65.9
17886|YATA?AN|1986|12|72.6
17886|YATA?AN|1986|13|60.5
17886|YATA?AN|1987|1|72.8
17886|YATA?AN|1987|2|68.4
17886|YATA?AN|1987|3|66.9
17886|YATA?AN|1987|4|65.7
17886|YATA?AN|1987|5|56.0
17886|YATA?AN|1987|6|48.3
17886|YATA?AN|1987|7|44.0
17886|YATA?AN|1987|8|44.1
17886|YATA?AN|1987|9|43.4
17886|YATA?AN|1987|10|51.5
17886|YATA?AN|1987|11|69.0
17886|YATA?AN|1987|12|71.7
17886|YATA?AN|1987|13|58.4
17886|YATA?AN|1988|1|73.2
17886|YATA?AN|1988|2|73.5
17886|YATA?AN|1988|3|72.9
17886|YATA?AN|1988|4|61.7
17886|YATA?AN|1988|5|52.0
17886|YATA?AN|1988|6|37.6
17886|YATA?AN|1988|7|36.9
17886|YATA?AN|1988|8|44.7
17886|YATA?AN|1988|9|43.3
17886|YATA?AN|1988|10|61.1
17886|YATA?AN|1988|11|70.0
17886|YATA?AN|1988|12|78.9
17886|YATA?AN|1988|13|58.8
17886|YATA?AN|1989|1|61.6
17886|YATA?AN|1989|2|60.0
17886|YATA?AN|1989|3|65.9
17886|YATA?AN|1989|4|49.7
17886|YATA?AN|1989|5|52.4
17886|YATA?AN|1989|6|45.9
17886|YATA?AN|1989|7|42.0
17886|YATA?AN|1989|8|43.7
17886|YATA?AN|1989|9|48.5
17886|YATA?AN|1989|10|64.1
17886|YATA?AN|1989|11|72.9
17886|YATA?AN|1989|12|75.5
17886|YATA?AN|1989|13|56.8
17886|YATA?AN|1990|1|68.9
17886|YATA?AN|1990|2|61.4
17886|YATA?AN|1990|3|55.2
17886|YATA?AN|1990|4|60.9
17886|YATA?AN|1990|5|56.7
17886|YATA?AN|1990|6|48.5
17886|YATA?AN|1990|7|46.0
17886|YATA?AN|1990|8|47.9
17886|YATA?AN|1990|9|53.3
17886|YATA?AN|1990|10|58.9
17886|YATA?AN|1990|11|69.9
17886|YATA?AN|1990|12|77.3
17886|YATA?AN|1990|13|58.7
17886|YATA?AN|1991|1|74.8
17886|YATA?AN|1991|2|74.9
17886|YATA?AN|1991|3|68.4
17886|YATA?AN|1991|4|65.7
17886|YATA?AN|1991|5|64.4
17886|YATA?AN|1991|6|48.4
17886|YATA?AN|1991|7|49.1
17886|YATA?AN|1991|8|47.6
17886|YATA?AN|1991|9|48.9
17886|YATA?AN|1991|10|61.6
17886|YATA?AN|1991|11|68.4
17886|YATA?AN|1991|12|73.8
17886|YATA?AN|1991|13|62.1
17886|YATA?AN|1992|1|65.8
17886|YATA?AN|1992|2|57.1
17886|YATA?AN|1992|3|61.7
17886|YATA?AN|1992|4|62.0
17886|YATA?AN|1992|5|58.8
17886|YATA?AN|1992|6|52.8
17886|YATA?AN|1992|7|47.2
17886|YATA?AN|1992|8|42.8
17886|YATA?AN|1992|9|42.1
17886|YATA?AN|1992|10|55.8
17886|YATA?AN|1992|11|62.1
17886|YATA?AN|1992|12|73.2
17886|YATA?AN|1992|13|56.8
17886|YATA?AN|1993|1|67.3
17886|YATA?AN|1993|2|61.1
17886|YATA?AN|1993|3|63.7
17886|YATA?AN|1993|4|61.1
17886|YATA?AN|1993|5|69.9
17886|YATA?AN|1993|6|46.5
17886|YATA?AN|1993|7|42.3
17886|YATA?AN|1993|8|46.0
17886|YATA?AN|1993|9|48.0
17886|YATA?AN|1993|10|52.8
17886|YATA?AN|1993|11|64.7
17886|YATA?AN|1993|12|81.2
17886|YATA?AN|1993|13|58.7
17886|YATA?AN|1994|1|78.8
17886|YATA?AN|1994|2|75.1
17886|YATA?AN|1994|3|66.1
17886|YATA?AN|1994|4|65.3
17886|YATA?AN|1994|5|58.8
17886|YATA?AN|1994|6|44.3
17886|YATA?AN|1994|7|47.6
17886|YATA?AN|1994|8|41.7
17886|YATA?AN|1994|9|47.8
17886|YATA?AN|1994|10|67.9
17886|YATA?AN|1994|11|66.2
17886|YATA?AN|1994|12|74.5
17886|YATA?AN|1994|13|61.1
17886|YATA?AN|1995|1|77.3
17886|YATA?AN|1995|2|68.6
17886|YATA?AN|1995|3|72.5
17886|YATA?AN|1995|4|64.7
17886|YATA?AN|1995|5|54.3
17886|YATA?AN|1995|6|45.7
17886|YATA?AN|1995|7|46.3
17886|YATA?AN|1995|8|47.3
17886|YATA?AN|1995|9|53.6
17886|YATA?AN|1995|10|59.6
17886|YATA?AN|1995|11|70.8
17886|YATA?AN|1995|12|75.8
17886|YATA?AN|1995|13|61.3
17886|YATA?AN|1996|1|75.0
17886|YATA?AN|1996|2|76.3
17886|YATA?AN|1996|3|71.2
17886|YATA?AN|1996|4|64.1
17886|YATA?AN|1996|5|56.7
17886|YATA?AN|1996|6|40.5
17886|YATA?AN|1996|7|41.2
17886|YATA?AN|1996|8|46.4
17886|YATA?AN|1996|9|56.9
17886|YATA?AN|1996|10|67.7
17886|YATA?AN|1996|11|68.5
17886|YATA?AN|1996|12|80.4
17886|YATA?AN|1996|13|62.1
17886|YATA?AN|1997|1|68.5
17886|YATA?AN|1997|2|64.5
17886|YATA?AN|1997|3|64.3
17886|YATA?AN|1997|4|65.4
17886|YATA?AN|1997|5|52.5
17886|YATA?AN|1997|6|51.3
17886|YATA?AN|1997|7|40.8
17886|YATA?AN|1997|8|51.5
17886|YATA?AN|1997|9|49.4
17886|YATA?AN|1997|10|68.7
17886|YATA?AN|1997|11|75.0
17886|YATA?AN|1997|12|78.2
17886|YATA?AN|1997|13|60.8
17886|YATA?AN|1998|1|73.3
17886|YATA?AN|1998|2|63.2
17886|YATA?AN|1998|3|67.5
17886|YATA?AN|1998|4|61.4
17886|YATA?AN|1998|5|64.2
17886|YATA?AN|1998|6|48.7
17886|YATA?AN|1998|7|39.5
17886|YATA?AN|1998|8|43.4
17886|YATA?AN|1998|9|52.8
17886|YATA?AN|1998|10|59.5
17886|YATA?AN|1998|11|74.6
17886|YATA?AN|1998|12|83.3
17886|YATA?AN|1998|13|61.0
17886|YATA?AN|1999|1|79.0
17886|YATA?AN|1999|2|75.5
17886|YATA?AN|1999|3|66.5
17886|YATA?AN|1999|4|62.6
17886|YATA?AN|1999|5|49.3
17886|YATA?AN|1999|6|45.0
17886|YATA?AN|1999|7|46.9
17886|YATA?AN|1999|8|45.5
17886|YATA?AN|1999|9|52.7
17886|YATA?AN|1999|10|57.2
17886|YATA?AN|1999|11|63.6
17886|YATA?AN|1999|12|74.8
17886|YATA?AN|1999|13|59.8
17886|YATA?AN|2000|1|65.2
17886|YATA?AN|2000|2|68.3
17886|YATA?AN|2000|3|64.1
17886|YATA?AN|2000|4|63.3
17886|YATA?AN|2000|5|53.5
17886|YATA?AN|2000|6|43.0
17886|YATA?AN|2000|7|37.4
17886|YATA?AN|2000|8|43.8
17886|YATA?AN|2000|9|49.3
17886|YATA?AN|2000|10|60.4
17886|YATA?AN|2000|11|63.7
17886|YATA?AN|2000|12|70.4
17886|YATA?AN|2000|13|56.8
17886|YATA?AN|2001|1|76.6
17886|YATA?AN|2001|2|69.6
17886|YATA?AN|2001|3|60.4
17886|YATA?AN|2001|4|65.0
17886|YATA?AN|2001|5|55.4
17886|YATA?AN|2001|6|42.8
17886|YATA?AN|2001|7|43.6
17886|YATA?AN|2001|8|51.6
17886|YATA?AN|2001|9|52.0
17886|YATA?AN|2001|10|54.8
17886|YATA?AN|2001|11|74.9
17886|YATA?AN|2001|12|79.6
17886|YATA?AN|2001|13|60.5
17886|YATA?AN|2002|1|71.0
17886|YATA?AN|2002|2|65.2
17886|YATA?AN|2002|3|68.3
17886|YATA?AN|2002|4|70.2
17886|YATA?AN|2002|5|56.3
17886|YATA?AN|2002|6|45.7
17886|YATA?AN|2002|7|50.2
17886|YATA?AN|2002|8|52.3
17886|YATA?AN|2002|9|66.6
17886|YATA?AN|2002|10|68.1
17886|YATA?AN|2002|11|72.7
17886|YATA?AN|2002|12|75.2
17886|YATA?AN|2002|13|63.5
17886|YATA?AN|2003|1|74.4
17886|YATA?AN|2003|2|69.8
17886|YATA?AN|2003|3|64.5
17886|YATA?AN|2003|4|67.6
17886|YATA?AN|2003|5|57.8
17886|YATA?AN|2003|6|49.4
17886|YATA?AN|2003|7|40.6
17886|YATA?AN|2003|8|43.7
17886|YATA?AN|2003|9|51.1
17886|YATA?AN|2003|10|55.8
17886|YATA?AN|2003|11|69.8
17886|YATA?AN|2003|12|79.3
17886|YATA?AN|2003|13|60.3
17886|YATA?AN|2004|1|75.9
17886|YATA?AN|2004|2|63.4
17886|YATA?AN|2004|3|55.0
17886|YATA?AN|2004|4|57.8
17886|YATA?AN|2004|5|55.6
17886|YATA?AN|2004|6|46.6
17886|YATA?AN|2004|7|40.3
17886|YATA?AN|2004|8|47.4
17886|YATA?AN|2004|9|48.0
17886|YATA?AN|2004|10|58.2
17886|YATA?AN|2004|11|69.2
17886|YATA?AN|2004|12|70.7
17886|YATA?AN|2004|13|57.3
17886|YATA?AN|2005|1|70.2
17886|YATA?AN|2005|2|63.0
17886|YATA?AN|2005|3|62.4
17886|YATA?AN|2005|4|52.9
17886|YATA?AN|2005|5|54.5
17886|YATA?AN|2005|6|48.0
17886|YATA?AN|2005|7|44.9
17886|YATA?AN|2005|8|45.1
17886|YATA?AN|2005|9|50.4
17886|YATA?AN|2005|10|56.8
17886|YATA?AN|2005|11|59.2
17886|YATA?AN|2005|12|65.2
17886|YATA?AN|2005|13|56.0
17886|YATA?AN|2006|1|68.4
17886|YATA?AN|2006|2|72.6
17886|YATA?AN|2006|3|70.6
17886|YATA?AN|2006|4|59.1
17886|YATA?AN|2006|5|54.8
17886|YATA?AN|2006|6|50.6
17886|YATA?AN|2006|7|49.2
17886|YATA?AN|2006|8|48.1
17886|YATA?AN|2006|9|59.0
17886|YATA?AN|2006|10|67.4
17886|YATA?AN|2006|11|75.0
17886|YATA?AN|2006|12|72.4
17886|YATA?AN|2006|13|62.2
17886|YATA?AN|2007|1|70.0
17886|YATA?AN|2007|2|71.0
17886|YATA?AN|2007|3|62.1
17886|YATA?AN|2007|4|53.7
17886|YATA?AN|2007|5|50.6
17886|YATA?AN|2007|6|39.3
17886|YATA?AN|2007|7|28.8
17886|YATA?AN|2007|8|37.4
17886|YATA?AN|2007|9|38.8
17886|YATA?AN|2007|10|60.0
17886|YATA?AN|2007|11|77.4
17886|YATA?AN|2007|12|83.2
17886|YATA?AN|2007|13|55.9
17886|YATA?AN|2008|1|69.5
17886|YATA?AN|2008|2|68.5
17886|YATA?AN|2008|3|66.6
17886|YATA?AN|2008|4|63.2
17886|YATA?AN|2008|5|50.9
17886|YATA?AN|2008|6|38.9
17886|YATA?AN|2008|7|35.1
17886|YATA?AN|2008|8|37.2
17886|YATA?AN|2008|9|52.5
17886|YATA?AN|2008|10|62.9
17886|YATA?AN|2008|11|70.8
17886|YATA?AN|2008|12|71.7
17886|YATA?AN|2008|13|57.3
17886|YATA?AN|2009|1|78.0
17886|YATA?AN|2009|2|77.6
17886|YATA?AN|2009|3|66.6
17886|YATA?AN|2009|4|67.8
17886|YATA?AN|2009|5|58.2
17886|YATA?AN|2009|6|44.9
17886|YATA?AN|2009|7|40.5
17886|YATA?AN|2009|8|40.0
17886|YATA?AN|2009|9|56.5
17886|YATA?AN|2009|10|65.0
17886|YATA?AN|2009|11|76.6
17886|YATA?AN|2009|12|82.0
17886|YATA?AN|2009|13|62.7
17886|YATA?AN|2010|1|77.9
17886|YATA?AN|2010|2|72.7
17886|YATA?AN|2010|3|64.4
17886|YATA?AN|2010|4|60.5
17886|YATA?AN|2010|5|56.1
17886|YATA?AN|2010|6|59.2
17886|YATA?AN|2010|7|48.8
17886|YATA?AN|2010|8|44.7
17886|YATA?AN|2010|9|48.6
17886|YATA?AN|2010|10|63.6
17886|YATA?AN|2010|11|72.5
17886|YATA?AN|2010|12|77.3
17886|YATA?AN|2010|13|62.3
17886|YATA?AN|2011|1|78.8
17886|YATA?AN|2011|2|75.2
17886|YATA?AN|2011|3|66.8
17886|YATA?AN|2011|4|69.8
17886|YATA?AN|2011|5|63.4
17886|YATA?AN|2011|6|54.4
17886|YATA?AN|2011|7|41.3
17886|YATA?AN|2011|8|42.0
17886|YATA?AN|2011|9|45.9
17886|YATA?AN|2011|10|67.8
17886|YATA?AN|2011|11|68.3
17886|YATA?AN|2011|12|79.1
17886|YATA?AN|2011|13|62.7
17886|YATA?AN|2012|1|78.9
17886|YATA?AN|2012|2|73.6
17886|YATA?AN|2012|3|65.6
17886|YATA?AN|2012|4|69.5
17886|YATA?AN|2012|5|66.1
17886|YATA?AN|2012|6|50.7
17886|YATA?AN|2012|7|40.0
17886|YATA?AN|2012|8|37.5
17886|YATA?AN|2012|9|46.4
17886|YATA?AN|2012|10|62.8
17886|YATA?AN|2012|11|75.0
17886|YATA?AN|2012|12|84.4
17886|YATA?AN|2012|13|62.0
17886|YATA?AN|2013|1|79.2
17886|YATA?AN|2013|2|80.1
17886|YATA?AN|2013|3|68.1
17886|YATA?AN|2013|4|65.1
17886|YATA?AN|2013|5|58.5
17886|YATA?AN|2013|6|50.1
17886|YATA?AN|2013|7|42.3
17886|YATA?AN|2013|8|41.8
17886|YATA?AN|2013|9|44.3
17886|YATA?AN|2013|10|60.8
17886|YATA?AN|2013|11|80.4
17886|YATA?AN|2013|12|74.1
17886|YATA?AN|2013|13|61.9
17886|YATA?AN|2014|1|86.1
17886|YATA?AN|2014|2|78.3
17886|YATA?AN|2014|3|70.1
17886|YATA?AN|2014|4|66.0
17886|YATA?AN|2014|5|67.6
17886|YATA?AN|2014|6|59.1
17886|YATA?AN|2014|7|47.2
17886|YATA?AN|2014|8|45.7
17886|YATA?AN|2014|9|58.5
17886|YATA?AN|2014|10|71.8
17886|YATA?AN|2014|11|78.5
17886|YATA?AN|2014|12|87.5
17886|YATA?AN|2014|13|67.8
17886|YATA?AN|2015|1|81.4
17886|YATA?AN|2015|2|75.2
17886|YATA?AN|2015|3|75.4
17886|YATA?AN|2015|4|60.2
17886|YATA?AN|2015|5|58.3
17886|YATA?AN|2015|6|64.2
17886|YATA?AN|2015|7|45.5
17886|YATA?AN|2015|8|50.8
17886|YATA?AN|2015|9|56.4
17886|YATA?AN|2015|10|67.1
17886|YATA?AN|2015|11|69.5
17886|YATA?AN|2015|12|72.0
17886|YATA?AN|2015|13|64.7
17886|YATA?AN|2016|1|72.4
17886|YATA?AN|2016|2|68.4
17886|YATA?AN|2016|3|65.0
17886|YATA?AN|2016|4|54.9
17886|YATA?AN|2016|5|61.3
17886|YATA?AN|2016|6|44.8
17886|YATA?AN|2016|7|42.1
17886|YATA?AN|2016|8|50.3
17886|YATA?AN|2016|9|54.0
17886|YATA?AN|2016|10|54.6
17886|YATA?AN|2016|11|65.8
17886|YATA?AN|2016|12|65.5
17886|YATA?AN|2016|13|58.2
17886|YATA?AN|2017|1|77.1
17886|YATA?AN|2017|2|68.0
17886|YATA?AN|2017|3|69.7
17886|YATA?AN|2017|4|62.7
17886|YATA?AN|2017|5|63.2
17886|YATA?AN|2017|6|54.7
17886|YATA?AN|2017|7|39.0
17886|YATA?AN|2017|8|51.7
17886|YATA?AN|2017|9|45.0
17886|YATA?AN|2017|10|57.9
17886|YATA?AN|2017|11|73.1
17886|YATA?AN|2017|12|76.3
17886|YATA?AN|2017|13|61.5
17886|YATA?AN|2018|1|76.8
17886|YATA?AN|2018|2|75.7
17886|YATA?AN|2018|3|67.3
17886|YATA?AN|2018|4|56.7
17886|YATA?AN|2018|5|65.2
17886|YATA?AN|2018|6|59.4
17886|YATA?AN|2018|7|46.1
17886|YATA?AN|2018|8|54.5
17886|YATA?AN|2018|9|49.8
17886|YATA?AN|2018|10|64.2
17886|YATA?AN|2018|11|68.5
17886|YATA?AN|2018|12|80.5
17886|YATA?AN|2018|13|63.6
17886|YATA?AN|2019|1|83.1
17886|YATA?AN|2019|2|75.2
17886|YATA?AN|2019|3|65.2
17886|YATA?AN|2019|4|62.9
17886|YATA?AN|2019|5|50.8
17886|YATA?AN|2019|6|56.7
17886|YATA?AN|2019|7|44.7
17886|YATA?AN|2019|8|41.6
17886|YATA?AN|2019|9|53.8
17886|YATA?AN|2019|10|64.9
17886|YATA?AN|2019|11|75.7
17886|YATA?AN|2019|12|80.6
17886|YATA?AN|2019|13|62.9
17886|YATA?AN|2020|1|69.7
17886|YATA?AN|2020|2|73.1
17886|YATA?AN|2020|3|67.0
17886|YATA?AN|2020|4|64.1
17886|YATA?AN|2020|5|55.8
17886|YATA?AN|2020|6|53.1
17886|YATA?AN|2020|7|44.5
17886|YATA?AN|2020|8|42.4
17886|YATA?AN|2020|9|49.2
17886|YATA?AN|2020|10|62.0
17886|YATA?AN|2020|11|62.5
17886|YATA?AN|2020|12|83.7
17886|YATA?AN|2020|13|59.5
17886|YATA?AN|2021|1|77.7
17886|YATA?AN|2021|2|64.5
17886|YATA?AN|2021|3|62.6
17886|YATA?AN|2021|4|55.1
17886|YATA?AN|2021|5|44.8
17886|YATA?AN|2021|6|51.7
17924|K?YCE??Z|1963|1|83.0
17924|K?YCE??Z|1963|2|78.6
17924|K?YCE??Z|1963|3|66.8
17924|K?YCE??Z|1963|4|66.1
17924|K?YCE??Z|1963|5|74.9
17924|K?YCE??Z|1963|6|74.4
17924|K?YCE??Z|1963|7|57.1
17924|K?YCE??Z|1963|8|59.1
17924|K?YCE??Z|1963|9|64.2
17924|K?YCE??Z|1963|10|73.7
17924|K?YCE??Z|1963|11|77.8
17924|K?YCE??Z|1963|12|68.7
17924|K?YCE??Z|1963|13|70.3
17924|K?YCE??Z|1964|1|67.4
17924|K?YCE??Z|1964|2|69.7
17924|K?YCE??Z|1964|3|71.2
17924|K?YCE??Z|1964|4|59.4
17924|K?YCE??Z|1964|5|67.6
17924|K?YCE??Z|1964|6|61.3
17924|K?YCE??Z|1964|7|58.1
17924|K?YCE??Z|1964|8|57.6
17924|K?YCE??Z|1964|9|65.0
17924|K?YCE??Z|1964|10|66.9
17924|K?YCE??Z|1964|11|71.6
17924|K?YCE??Z|1964|12|76.5
17924|K?YCE??Z|1964|13|66.0
17924|K?YCE??Z|1965|1|74.2
17924|K?YCE??Z|1965|2|77.5
17924|K?YCE??Z|1965|3|76.9
17924|K?YCE??Z|1965|4|79.5
17924|K?YCE??Z|1965|5|75.8
17924|K?YCE??Z|1965|6|66.5
17924|K?YCE??Z|1965|7|62.0
17924|K?YCE??Z|1965|8|73.2
17924|K?YCE??Z|1965|9|72.3
17924|K?YCE??Z|1965|10|71.8
17924|K?YCE??Z|1965|11|80.6
17924|K?YCE??Z|1965|12|84.4
17924|K?YCE??Z|1965|13|74.5
17924|K?YCE??Z|1966|1|84.3
17924|K?YCE??Z|1966|2|81.9
17924|K?YCE??Z|1966|3|77.6
17924|K?YCE??Z|1966|4|76.8
17924|K?YCE??Z|1966|5|68.1
17924|K?YCE??Z|1966|6|58.3
17924|K?YCE??Z|1966|7|62.4
17924|K?YCE??Z|1966|8|66.3
17924|K?YCE??Z|1966|9|73.7
17924|K?YCE??Z|1966|10|75.5
17924|K?YCE??Z|1966|11|77.4
17924|K?YCE??Z|1966|12|77.1
17924|K?YCE??Z|1966|13|73.2
17924|K?YCE??Z|1967|1|72.2
17924|K?YCE??Z|1967|2|65.2
17924|K?YCE??Z|1967|3|65.0
17924|K?YCE??Z|1967|4|73.0
17924|K?YCE??Z|1967|5|70.7
17924|K?YCE??Z|1967|6|54.4
17924|K?YCE??Z|1967|7|57.3
17924|K?YCE??Z|1967|8|61.6
17924|K?YCE??Z|1967|9|66.1
17924|K?YCE??Z|1967|10|71.1
17924|K?YCE??Z|1967|11|71.5
17924|K?YCE??Z|1967|12|79.1
17924|K?YCE??Z|1967|13|67.3
17924|K?YCE??Z|1968|1|70.6
17924|K?YCE??Z|1968|2|71.2
17924|K?YCE??Z|1968|3|69.0
17924|K?YCE??Z|1968|4|63.4
17924|K?YCE??Z|1968|5|66.1
17924|K?YCE??Z|1968|6|58.0
17924|K?YCE??Z|1968|7|50.6
17924|K?YCE??Z|1968|8|54.4
17924|K?YCE??Z|1968|9|62.0
17924|K?YCE??Z|1968|10|70.5
17924|K?YCE??Z|1968|11|80.9
17924|K?YCE??Z|1968|12|77.5
17924|K?YCE??Z|1968|13|66.2
17924|K?YCE??Z|1969|1|71.6
17924|K?YCE??Z|1969|2|74.1
17924|K?YCE??Z|1969|3|75.5
17924|K?YCE??Z|1969|4|66.0
17924|K?YCE??Z|1969|5|68.7
17924|K?YCE??Z|1969|6|58.7
17924|K?YCE??Z|1969|7|55.6
17924|K?YCE??Z|1969|8|65.9
17924|K?YCE??Z|1969|9|59.4
17924|K?YCE??Z|1969|10|62.3
17924|K?YCE??Z|1969|11|70.9
17924|K?YCE??Z|1969|12|79.5
17924|K?YCE??Z|1969|13|67.3
17924|K?YCE??Z|1970|1|77.1
17924|K?YCE??Z|1970|2|70.3
17924|K?YCE??Z|1970|3|67.1
17924|K?YCE??Z|1970|4|67.5
17924|K?YCE??Z|1970|5|63.1
17924|K?YCE??Z|1970|6|56.0
17924|K?YCE??Z|1970|7|61.6
17924|K?YCE??Z|1970|8|57.2
17924|K?YCE??Z|1970|9|60.5
17924|K?YCE??Z|1970|10|65.4
17924|K?YCE??Z|1970|11|75.7
17924|K?YCE??Z|1970|12|74.6
17924|K?YCE??Z|1970|13|66.3
17924|K?YCE??Z|1971|1|81.4
17924|K?YCE??Z|1971|2|75.2
17924|K?YCE??Z|1971|3|74.6
17924|K?YCE??Z|1971|4|67.3
17924|K?YCE??Z|1971|5|64.5
17924|K?YCE??Z|1971|6|50.7
17924|K?YCE??Z|1971|7|59.2
17924|K?YCE??Z|1971|8|58.5
17924|K?YCE??Z|1971|9|55.4
17924|K?YCE??Z|1971|10|59.0
17924|K?YCE??Z|1971|11|73.4
17924|K?YCE??Z|1971|12|65.5
17924|K?YCE??Z|1971|13|65.3
17924|K?YCE??Z|1972|1|74.7
17924|K?YCE??Z|1972|2|67.0
17924|K?YCE??Z|1972|3|70.2
17924|K?YCE??Z|1972|4|68.5
