Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_SICAKLIK_C
17186|MAN?SA|2015|11|24.4
17186|MAN?SA|2015|12|16.4
17186|MAN?SA|2015|13|41.7
17186|MAN?SA|2016|1|22.5
17186|MAN?SA|2016|2|26.4
17186|MAN?SA|2016|3|26.2
17186|MAN?SA|2016|4|33.3
17186|MAN?SA|2016|5|33.6
17186|MAN?SA|2016|6|42.4
17186|MAN?SA|2016|7|40.9
17186|MAN?SA|2016|8|40.3
17186|MAN?SA|2016|9|37.9
17186|MAN?SA|2016|10|31.9
17186|MAN?SA|2016|11|27.3
17186|MAN?SA|2016|12|12.9
17186|MAN?SA|2016|13|42.4
17186|MAN?SA|2017|1|16.2
17186|MAN?SA|2017|2|20.6
17186|MAN?SA|2017|3|26.1
17186|MAN?SA|2017|4|31.0
17186|MAN?SA|2017|5|34.9
17186|MAN?SA|2017|6|42.1
17186|MAN?SA|2017|7|44.5
17186|MAN?SA|2017|8|38.5
17186|MAN?SA|2017|9|39.7
17186|MAN?SA|2017|10|29.0
17186|MAN?SA|2017|11|22.3
17186|MAN?SA|2017|12|21.8
17186|MAN?SA|2017|13|44.5
17186|MAN?SA|2018|1|16.6
17186|MAN?SA|2018|2|20.4
17186|MAN?SA|2018|3|23.9
17186|MAN?SA|2018|4|34.5
17186|MAN?SA|2018|5|35.3
17186|MAN?SA|2018|6|37.9
17186|MAN?SA|2018|7|37.8
17186|MAN?SA|2018|8|38.1
17186|MAN?SA|2018|9|38.4
17186|MAN?SA|2018|10|28.3
17186|MAN?SA|2018|11|27.4
17186|MAN?SA|2018|12|16.0
17186|MAN?SA|2018|13|38.4
17186|MAN?SA|2019|1|17.5
17186|MAN?SA|2019|2|18.2
17186|MAN?SA|2019|3|23.5
17186|MAN?SA|2019|4|28.9
17186|MAN?SA|2019|5|36.6
17186|MAN?SA|2019|6|37.5
17186|MAN?SA|2019|7|38.4
17186|MAN?SA|2019|8|39.5
17186|MAN?SA|2019|9|35.4
17186|MAN?SA|2019|10|33.4
17186|MAN?SA|2019|11|26.6
17186|MAN?SA|2019|12|20.3
17186|MAN?SA|2019|13|39.5
17186|MAN?SA|2020|1|15.6
17186|MAN?SA|2020|2|21.9
17186|MAN?SA|2020|3|25.3
17186|MAN?SA|2020|4|27.6
17186|MAN?SA|2020|5|40.6
17186|MAN?SA|2020|6|36.8
17186|MAN?SA|2020|7|40.3
17186|MAN?SA|2020|8|41.5
17186|MAN?SA|2020|9|40.3
17186|MAN?SA|2020|10|38.2
17186|MAN?SA|2020|11|22.7
17186|MAN?SA|2020|12|20.4
17186|MAN?SA|2020|13|41.5
17186|MAN?SA|2021|1|24.2
17186|MAN?SA|2021|2|23.0
17186|MAN?SA|2021|3|21.9
17186|MAN?SA|2021|4|32.4
17186|MAN?SA|2021|5|36.4
17186|MAN?SA|2021|6|39.5
17227|AYDIN ?ILDIR HAVAL?MANI|2010|1|21.6
17227|AYDIN ?ILDIR HAVAL?MANI|2010|2|22.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|3|23.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|4|29.6
17227|AYDIN ?ILDIR HAVAL?MANI|2010|5|36.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|6|38.7
17227|AYDIN ?ILDIR HAVAL?MANI|2010|7|37.8
17227|AYDIN ?ILDIR HAVAL?MANI|2010|8|37.7
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|35.5
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|29.1
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|27.5
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|38.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|16.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|19.5
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|21.5
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|25.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|33.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|36.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|37.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|38.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|36.9
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|29.5
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|23.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|20.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|38.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|11.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|19.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|23.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|30.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|32.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|39.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|41.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|39.3
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|36.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|33.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|27.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|23.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|41.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|18.7
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|27.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|34.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|34.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|37.6
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|38.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|38.4
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|36.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|31.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|24.8
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|38.5
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|18.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|20.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|23.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|30.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|33.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|39.3
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|37.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|39.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|34.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|31.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|25.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|20.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|39.3
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|21.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|23.3
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|30.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|33.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|35.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|38.6
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|38.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|37.5
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|29.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|24.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|17.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|38.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|21.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|27.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|26.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|33.5
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|34.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|43.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|39.9
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|40.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|38.2
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|31.9
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|27.1
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|17.4
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|43.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|17.8
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|19.8
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|25.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|30.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|33.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|43.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|43.7
17227|AYDIN ?ILDIR HAVAL?MANI|2017|8|38.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|9|36.9
17227|AYDIN ?ILDIR HAVAL?MANI|2017|10|29.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|11|23.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|43.7
17237|DEN?ZL?|1960|1|19.0
17237|DEN?ZL?|1960|2|21.9
17237|DEN?ZL?|1960|3|25.4
17237|DEN?ZL?|1960|4|26.0
17237|DEN?ZL?|1960|5|34.9
17237|DEN?ZL?|1960|6|36.5
17237|DEN?ZL?|1960|7|40.0
17237|DEN?ZL?|1960|8|40.0
17237|DEN?ZL?|1960|9|36.7
17237|DEN?ZL?|1960|10|33.5
17237|DEN?ZL?|1960|11|24.0
17237|DEN?ZL?|1960|12|21.7
17237|DEN?ZL?|1960|13|40.0
17237|DEN?ZL?|1961|1|15.0
17237|DEN?ZL?|1961|2|14.8
17237|DEN?ZL?|1961|3|21.3
17237|DEN?ZL?|1961|4|29.6
17237|DEN?ZL?|1961|5|36.5
17237|DEN?ZL?|1961|6|33.5
17237|DEN?ZL?|1961|7|38.4
17237|DEN?ZL?|1961|8|39.3
17237|DEN?ZL?|1961|9|34.0
17237|DEN?ZL?|1961|10|30.6
17237|DEN?ZL?|1961|11|28.5
17237|DEN?ZL?|1961|12|18.0
17237|DEN?ZL?|1961|13|39.3
17237|DEN?ZL?|1962|1|17.6
17237|DEN?ZL?|1962|2|16.0
17237|DEN?ZL?|1962|3|27.6
17237|DEN?ZL?|1962|4|25.1
17237|DEN?ZL?|1962|5|34.2
17237|DEN?ZL?|1962|6|36.4
17237|DEN?ZL?|1962|7|38.8
17237|DEN?ZL?|1962|8|39.5
17237|DEN?ZL?|1962|9|36.6
17237|DEN?ZL?|1962|10|25.0
17237|DEN?ZL?|1962|11|25.4
17237|DEN?ZL?|1962|12|18.8
17237|DEN?ZL?|1962|13|39.5
17237|DEN?ZL?|1963|1|18.3
17237|DEN?ZL?|1963|2|21.0
17237|DEN?ZL?|1963|3|26.0
17237|DEN?ZL?|1963|4|25.4
17237|DEN?ZL?|1963|5|27.5
17237|DEN?ZL?|1963|6|37.1
17237|DEN?ZL?|1963|7|37.0
17237|DEN?ZL?|1963|8|39.5
17237|DEN?ZL?|1963|9|35.9
17237|DEN?ZL?|1963|10|31.6
17237|DEN?ZL?|1963|11|22.2
17237|DEN?ZL?|1963|12|26.6
17237|DEN?ZL?|1963|13|39.5
17237|DEN?ZL?|1964|1|18.5
17237|DEN?ZL?|1964|2|16.8
17237|DEN?ZL?|1964|3|24.8
17237|DEN?ZL?|1964|4|31.9
17237|DEN?ZL?|1964|5|33.3
17237|DEN?ZL?|1964|6|33.6
17237|DEN?ZL?|1964|7|38.8
17237|DEN?ZL?|1964|8|37.5
17237|DEN?ZL?|1964|9|34.0
17237|DEN?ZL?|1964|10|30.7
17237|DEN?ZL?|1964|11|25.2
17237|DEN?ZL?|1964|12|20.7
17237|DEN?ZL?|1964|13|38.8
17237|DEN?ZL?|1965|1|16.8
17237|DEN?ZL?|1965|2|17.8
17237|DEN?ZL?|1965|3|22.4
17237|DEN?ZL?|1965|4|25.7
17237|DEN?ZL?|1965|5|32.7
17237|DEN?ZL?|1965|6|36.0
17237|DEN?ZL?|1965|7|39.1
17237|DEN?ZL?|1965|8|38.0
17237|DEN?ZL?|1965|9|35.2
17237|DEN?ZL?|1965|10|31.5
17237|DEN?ZL?|1965|11|23.3
17237|DEN?ZL?|1965|12|21.7
17237|DEN?ZL?|1965|13|39.1
17237|DEN?ZL?|1966|1|18.5
17237|DEN?ZL?|1966|2|20.5
17237|DEN?ZL?|1966|3|23.8
17237|DEN?ZL?|1966|4|28.9
17237|DEN?ZL?|1966|5|27.9
17237|DEN?ZL?|1966|6|34.0
17237|DEN?ZL?|1966|7|37.2
17237|DEN?ZL?|1966|8|37.3
17237|DEN?ZL?|1966|9|32.1
17237|DEN?ZL?|1966|10|29.0
17237|DEN?ZL?|1966|11|27.1
17237|DEN?ZL?|1966|12|19.3
17237|DEN?ZL?|1966|13|37.3
17237|DEN?ZL?|1967|1|18.8
17237|DEN?ZL?|1967|2|17.3
17237|DEN?ZL?|1967|3|24.4
17237|DEN?ZL?|1967|4|28.2
17237|DEN?ZL?|1967|5|31.0
17237|DEN?ZL?|1967|6|33.5
17237|DEN?ZL?|1967|7|37.0
17237|DEN?ZL?|1967|8|38.0
17237|DEN?ZL?|1967|9|31.1
17237|DEN?ZL?|1967|10|27.7
17237|DEN?ZL?|1967|11|21.4
17237|DEN?ZL?|1967|12|20.4
17237|DEN?ZL?|1967|13|38.0
17237|DEN?ZL?|1968|1|15.6
17237|DEN?ZL?|1968|2|20.4
17237|DEN?ZL?|1968|3|21.0
17237|DEN?ZL?|1968|4|30.1
17237|DEN?ZL?|1968|5|33.2
17237|DEN?ZL?|1968|6|34.2
17237|DEN?ZL?|1968|7|38.6
17237|DEN?ZL?|1968|8|38.9
17237|DEN?ZL?|1968|9|34.7
17237|DEN?ZL?|1968|10|26.0
17237|DEN?ZL?|1968|11|21.0
17237|DEN?ZL?|1968|12|19.0
17237|DEN?ZL?|1968|13|38.9
17237|DEN?ZL?|1969|1|14.0
17237|DEN?ZL?|1969|2|20.8
17237|DEN?ZL?|1969|3|20.0
17237|DEN?ZL?|1969|4|26.8
17237|DEN?ZL?|1969|5|36.5
17237|DEN?ZL?|1969|6|37.6
17237|DEN?ZL?|1969|7|36.6
17237|DEN?ZL?|1969|8|39.0
17237|DEN?ZL?|1969|9|36.0
17237|DEN?ZL?|1969|10|29.3
17237|DEN?ZL?|1969|11|23.0
17237|DEN?ZL?|1969|12|20.3
17237|DEN?ZL?|1969|13|39.0
17237|DEN?ZL?|1970|1|18.0
17237|DEN?ZL?|1970|2|18.7
17237|DEN?ZL?|1970|3|25.2
17237|DEN?ZL?|1970|4|35.2
17237|DEN?ZL?|1970|5|33.2
17237|DEN?ZL?|1970|6|35.6
17237|DEN?ZL?|1970|7|37.7
17237|DEN?ZL?|1970|8|39.2
17237|DEN?ZL?|1970|9|34.6
17237|DEN?ZL?|1970|10|27.0
17237|DEN?ZL?|1970|11|24.4
17237|DEN?ZL?|1970|12|16.6
17237|DEN?ZL?|1970|13|39.2
17237|DEN?ZL?|1971|1|22.6
17237|DEN?ZL?|1971|2|17.3
17237|DEN?ZL?|1971|3|24.4
17237|DEN?ZL?|1971|4|30.0
17237|DEN?ZL?|1971|5|33.4
17237|DEN?ZL?|1971|6|38.2
17237|DEN?ZL?|1971|7|36.6
17237|DEN?ZL?|1971|8|36.2
17237|DEN?ZL?|1971|9|34.0
17237|DEN?ZL?|1971|10|28.0
17237|DEN?ZL?|1971|11|21.2
17237|DEN?ZL?|1971|12|18.4
17237|DEN?ZL?|1971|13|38.2
17237|DEN?ZL?|1972|1|16.0
17237|DEN?ZL?|1972|2|17.0
17237|DEN?ZL?|1972|3|23.7
17237|DEN?ZL?|1972|4|27.5
17237|DEN?ZL?|1972|5|33.6
17237|DEN?ZL?|1972|6|37.9
17237|DEN?ZL?|1972|7|37.1
17237|DEN?ZL?|1972|8|38.0
17237|DEN?ZL?|1972|9|37.0
17237|DEN?ZL?|1972|10|29.2
17237|DEN?ZL?|1972|11|20.5
17237|DEN?ZL?|1972|12|17.2
17237|DEN?ZL?|1972|13|38.0
17237|DEN?ZL?|1973|1|16.4
17237|DEN?ZL?|1973|2|21.8
17237|DEN?ZL?|1973|3|24.9
17237|DEN?ZL?|1973|4|26.2
17237|DEN?ZL?|1973|5|35.3
17237|DEN?ZL?|1973|6|39.2
17237|DEN?ZL?|1973|7|41.3
17237|DEN?ZL?|1973|8|36.0
17237|DEN?ZL?|1973|9|34.5
17237|DEN?ZL?|1973|10|31.0
17237|DEN?ZL?|1973|11|20.8
17237|DEN?ZL?|1973|12|19.0
17237|DEN?ZL?|1973|13|41.3
17237|DEN?ZL?|1974|1|12.5
17237|DEN?ZL?|1974|2|21.6
17237|DEN?ZL?|1974|3|22.9
17237|DEN?ZL?|1974|4|26.7
17237|DEN?ZL?|1974|5|31.8
17237|DEN?ZL?|1974|6|37.0
17237|DEN?ZL?|1974|7|39.8
17237|DEN?ZL?|1974|8|40.0
17237|DEN?ZL?|1974|9|32.4
17237|DEN?ZL?|1974|10|32.2
17237|DEN?ZL?|1974|11|22.5
17237|DEN?ZL?|1974|12|16.0
17237|DEN?ZL?|1974|13|40.0
17237|DEN?ZL?|1975|1|14.2
17237|DEN?ZL?|1975|2|17.0
17237|DEN?ZL?|1975|3|25.7
17237|DEN?ZL?|1975|4|30.3
17237|DEN?ZL?|1975|5|32.3
17237|DEN?ZL?|1975|6|36.3
17237|DEN?ZL?|1975|7|38.3
17237|DEN?ZL?|1975|8|38.9
17237|DEN?ZL?|1975|9|34.6
17237|DEN?ZL?|1975|10|31.0
17237|DEN?ZL?|1975|11|25.0
17237|DEN?ZL?|1975|12|15.8
17237|DEN?ZL?|1975|13|38.9
17237|DEN?ZL?|1976|1|17.2
17237|DEN?ZL?|1976|2|16.0
17237|DEN?ZL?|1976|3|22.3
17237|DEN?ZL?|1976|4|27.5
17237|DEN?ZL?|1976|5|29.5
17237|DEN?ZL?|1976|6|34.0
17237|DEN?ZL?|1976|7|37.8
17237|DEN?ZL?|1976|8|36.0
17237|DEN?ZL?|1976|9|34.6
17237|DEN?ZL?|1976|10|30.6
17237|DEN?ZL?|1976|11|23.7
17237|DEN?ZL?|1976|12|21.8
17237|DEN?ZL?|1976|13|37.8
17237|DEN?ZL?|1977|1|17.0
17237|DEN?ZL?|1977|2|22.7
17237|DEN?ZL?|1977|3|29.0
17237|DEN?ZL?|1977|4|29.4
17237|DEN?ZL?|1977|5|35.4
17237|DEN?ZL?|1977|6|35.9
17237|DEN?ZL?|1977|7|40.0
17237|DEN?ZL?|1977|8|39.8
17237|DEN?ZL?|1977|9|34.2
17237|DEN?ZL?|1977|10|29.9
17237|DEN?ZL?|1977|11|26.9
17237|DEN?ZL?|1977|12|18.0
17237|DEN?ZL?|1977|13|40.0
17237|DEN?ZL?|1978|1|14.5
17237|DEN?ZL?|1978|2|23.8
17237|DEN?ZL?|1978|3|23.2
17237|DEN?ZL?|1978|4|25.1
17237|DEN?ZL?|1978|5|32.5
17237|DEN?ZL?|1978|6|38.0
17237|DEN?ZL?|1978|7|39.6
17237|DEN?ZL?|1978|8|37.2
17237|DEN?ZL?|1978|9|33.4
17237|DEN?ZL?|1978|10|32.6
17237|DEN?ZL?|1978|11|19.3
17237|DEN?ZL?|1978|12|17.4
17237|DEN?ZL?|1978|13|39.6
17237|DEN?ZL?|1979|1|17.9
17237|DEN?ZL?|1979|2|22.2
17237|DEN?ZL?|1979|3|27.3
17237|DEN?ZL?|1979|4|30.6
17237|DEN?ZL?|1979|5|31.3
17237|DEN?ZL?|1979|6|37.4
17237|DEN?ZL?|1979|7|38.0
17237|DEN?ZL?|1979|8|38.2
17237|DEN?ZL?|1979|9|36.4
17237|DEN?ZL?|1979|10|30.0
17237|DEN?ZL?|1979|11|23.0
17237|DEN?ZL?|1979|12|17.8
17237|DEN?ZL?|1979|13|38.2
17237|DEN?ZL?|1980|1|15.9
17237|DEN?ZL?|1980|2|16.0
17237|DEN?ZL?|1980|3|23.5
17237|DEN?ZL?|1980|4|24.5
17237|DEN?ZL?|1980|5|37.0
17237|DEN?ZL?|1980|6|37.5
17237|DEN?ZL?|1980|7|41.2
17237|DEN?ZL?|1980|8|37.6
17237|DEN?ZL?|1980|9|32.0
17237|DEN?ZL?|1980|10|32.2
17237|DEN?ZL?|1980|11|23.0
17237|DEN?ZL?|1980|12|21.0
17237|DEN?ZL?|1980|13|41.2
17237|DEN?ZL?|1981|1|16.0
17237|DEN?ZL?|1981|2|19.0
17237|DEN?ZL?|1981|3|24.6
17237|DEN?ZL?|1981|4|28.3
17237|DEN?ZL?|1981|5|32.8
17237|DEN?ZL?|1981|6|37.9
17237|DEN?ZL?|1981|7|38.2
17237|DEN?ZL?|1981|8|35.5
17237|DEN?ZL?|1981|9|34.2
17237|DEN?ZL?|1981|10|30.0
17237|DEN?ZL?|1981|11|22.7
17237|DEN?ZL?|1981|12|19.9
17237|DEN?ZL?|1981|13|38.2
17237|DEN?ZL?|1982|1|18.4
17237|DEN?ZL?|1982|2|19.6
17237|DEN?ZL?|1982|3|23.4
17237|DEN?ZL?|1982|4|27.0
17237|DEN?ZL?|1982|5|34.3
17237|DEN?ZL?|1982|6|40.0
17237|DEN?ZL?|1982|7|35.0
17237|DEN?ZL?|1982|8|37.0
17237|DEN?ZL?|1982|9|35.0
17237|DEN?ZL?|1982|10|28.6
17237|DEN?ZL?|1982|11|23.0
17237|DEN?ZL?|1982|12|19.8
17237|DEN?ZL?|1982|13|40.0
17237|DEN?ZL?|1983|1|17.7
17237|DEN?ZL?|1983|2|22.2
17237|DEN?ZL?|1983|3|25.0
17237|DEN?ZL?|1983|4|29.7
17237|DEN?ZL?|1983|5|30.0
17237|DEN?ZL?|1983|6|36.0
17237|DEN?ZL?|1983|7|37.0
17237|DEN?ZL?|1983|8|36.3
17237|DEN?ZL?|1983|9|34.1
17237|DEN?ZL?|1983|10|27.0
17237|DEN?ZL?|1983|11|22.3
17237|DEN?ZL?|1983|12|17.5
17237|DEN?ZL?|1983|13|37.0
17237|DEN?ZL?|1984|1|14.6
17237|DEN?ZL?|1984|2|17.4
17237|DEN?ZL?|1984|3|21.8
17237|DEN?ZL?|1984|4|24.4
17237|DEN?ZL?|1984|5|32.6
17237|DEN?ZL?|1984|6|36.7
17237|DEN?ZL?|1984|7|38.0
17237|DEN?ZL?|1984|8|32.9
17237|DEN?ZL?|1984|9|33.8
17237|DEN?ZL?|1984|10|32.6
17237|DEN?ZL?|1984|11|22.3
17237|DEN?ZL?|1984|12|15.6
17237|DEN?ZL?|1984|13|38.0
17237|DEN?ZL?|1985|1|19.5
17237|DEN?ZL?|1985|2|19.7
17237|DEN?ZL?|1985|3|22.6
17237|DEN?ZL?|1985|4|31.0
17237|DEN?ZL?|1985|5|31.7
17237|DEN?ZL?|1985|6|35.6
17237|DEN?ZL?|1985|7|38.0
17237|DEN?ZL?|1985|8|39.6
17237|DEN?ZL?|1985|9|33.5
17237|DEN?ZL?|1985|10|30.3
17237|DEN?ZL?|1985|11|24.7
17237|DEN?ZL?|1985|12|17.5
17237|DEN?ZL?|1985|13|39.6
17237|DEN?ZL?|1986|1|17.0
17237|DEN?ZL?|1986|2|18.8
17237|DEN?ZL?|1986|3|23.0
17237|DEN?ZL?|1986|4|28.9
17237|DEN?ZL?|1986|5|30.2
17237|DEN?ZL?|1986|6|34.0
17237|DEN?ZL?|1986|7|38.3
17237|DEN?ZL?|1986|8|38.1
17237|DEN?ZL?|1986|9|35.2
17237|DEN?ZL?|1986|10|26.9
17237|DEN?ZL?|1986|11|19.8
17237|DEN?ZL?|1986|12|18.6
17237|DEN?ZL?|1986|13|38.3
17237|DEN?ZL?|1987|1|19.7
17237|DEN?ZL?|1987|2|18.2
17237|DEN?ZL?|1987|3|22.5
17237|DEN?ZL?|1987|4|24.0
17237|DEN?ZL?|1987|5|32.6
17237|DEN?ZL?|1987|6|36.3
17237|DEN?ZL?|1987|7|39.7
17237|DEN?ZL?|1987|8|37.6
17237|DEN?ZL?|1987|9|34.0
17237|DEN?ZL?|1987|10|32.6
17237|DEN?ZL?|1987|11|20.2
17237|DEN?ZL?|1987|12|21.1
17237|DEN?ZL?|1987|13|39.7
17237|DEN?ZL?|1988|1|19.6
17237|DEN?ZL?|1988|2|17.1
17237|DEN?ZL?|1988|3|19.2
17237|DEN?ZL?|1988|4|27.0
17237|DEN?ZL?|1988|5|34.6
17237|DEN?ZL?|1988|6|35.7
17237|DEN?ZL?|1988|7|40.2
17237|DEN?ZL?|1988|8|37.4
17237|DEN?ZL?|1988|9|35.6
17237|DEN?ZL?|1988|10|28.1
17237|DEN?ZL?|1988|11|20.2
17237|DEN?ZL?|1988|12|19.0
17237|DEN?ZL?|1988|13|40.2
17237|DEN?ZL?|1989|1|13.6
17237|DEN?ZL?|1989|2|23.3
17237|DEN?ZL?|1989|3|25.0
17237|DEN?ZL?|1989|4|31.3
17237|DEN?ZL?|1989|5|34.5
17237|DEN?ZL?|1989|6|34.7
17237|DEN?ZL?|1989|7|37.3
17237|DEN?ZL?|1989|8|37.2
17237|DEN?ZL?|1989|9|33.9
17237|DEN?ZL?|1989|10|27.0
17237|DEN?ZL?|1989|11|22.7
17237|DEN?ZL?|1989|12|18.3
17237|DEN?ZL?|1989|13|37.3
17237|DEN?ZL?|1990|1|15.1
17237|DEN?ZL?|1990|2|17.7
17237|DEN?ZL?|1990|3|24.0
17237|DEN?ZL?|1990|4|28.7
17237|DEN?ZL?|1990|5|36.3
17237|DEN?ZL?|1990|6|37.7
17237|DEN?ZL?|1990|7|38.0
17237|DEN?ZL?|1990|8|36.5
17237|DEN?ZL?|1990|9|36.0
17237|DEN?ZL?|1990|10|31.0
17237|DEN?ZL?|1990|11|28.3
17237|DEN?ZL?|1990|12|18.8
17237|DEN?ZL?|1990|13|38.0
17237|DEN?ZL?|1991|1|15.6
17237|DEN?ZL?|1991|2|19.0
17237|DEN?ZL?|1991|3|26.2
17237|DEN?ZL?|1991|4|30.0
17237|DEN?ZL?|1991|5|29.0
17237|DEN?ZL?|1991|6|37.2
17237|DEN?ZL?|1991|7|36.6
17237|DEN?ZL?|1991|8|37.0
17237|DEN?ZL?|1991|9|35.0
17237|DEN?ZL?|1991|10|34.3
17237|DEN?ZL?|1991|11|20.7
17237|DEN?ZL?|1991|12|16.5
17237|DEN?ZL?|1991|13|37.2
17237|DEN?ZL?|1992|1|11.8
17237|DEN?ZL?|1992|2|17.0
17237|DEN?ZL?|1992|3|22.2
17237|DEN?ZL?|1992|4|30.0
17237|DEN?ZL?|1992|5|30.0
17237|DEN?ZL?|1992|6|35.3
17237|DEN?ZL?|1992|7|38.2
17237|DEN?ZL?|1992|8|38.0
17237|DEN?ZL?|1992|9|36.8
17237|DEN?ZL?|1992|10|33.4
17237|DEN?ZL?|1992|11|26.6
17237|DEN?ZL?|1992|12|18.6
17237|DEN?ZL?|1992|13|38.2
17237|DEN?ZL?|1993|1|15.2
