Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_NEM
17884|M?LAS|2009|11|99.0
17884|M?LAS|2009|12|99.0
17884|M?LAS|2009|13|99.0
17884|M?LAS|2010|1|99.0
17884|M?LAS|2010|2|99.0
17884|M?LAS|2010|3|99.0
17884|M?LAS|2010|4|99.0
17884|M?LAS|2010|5|99.0
17884|M?LAS|2010|6|99.0
17884|M?LAS|2010|7|87.0
17884|M?LAS|2010|8|87.0
17884|M?LAS|2010|9|99.0
17884|M?LAS|2010|10|99.0
17884|M?LAS|2010|11|99.0
17884|M?LAS|2010|12|99.0
17884|M?LAS|2010|13|99.0
17884|M?LAS|2011|1|99.0
17884|M?LAS|2011|2|99.0
17884|M?LAS|2011|3|99.0
17884|M?LAS|2011|4|99.0
17884|M?LAS|2011|5|99.0
17884|M?LAS|2011|6|99.0
17884|M?LAS|2011|7|87.0
17884|M?LAS|2011|8|88.0
17884|M?LAS|2011|9|97.0
17884|M?LAS|2011|10|99.0
17884|M?LAS|2011|11|96.0
17884|M?LAS|2011|12|99.0
17884|M?LAS|2011|13|99.0
17884|M?LAS|2012|1|99.0
17884|M?LAS|2012|2|99.0
17884|M?LAS|2012|3|99.0
17884|M?LAS|2012|4|99.0
17884|M?LAS|2012|5|99.0
17884|M?LAS|2012|6|92.0
17884|M?LAS|2012|7|88.0
17884|M?LAS|2012|8|95.0
17884|M?LAS|2012|9|92.0
17884|M?LAS|2012|10|99.0
17884|M?LAS|2012|11|99.0
17884|M?LAS|2012|12|99.0
17884|M?LAS|2012|13|99.0
17884|M?LAS|2013|1|99.0
17884|M?LAS|2013|2|99.0
17884|M?LAS|2013|3|99.0
17884|M?LAS|2013|4|99.0
17884|M?LAS|2013|5|99.0
17884|M?LAS|2013|6|95.0
17884|M?LAS|2013|7|91.0
17884|M?LAS|2013|8|84.0
17884|M?LAS|2013|9|99.0
17884|M?LAS|2013|10|99.0
17884|M?LAS|2013|11|99.0
17884|M?LAS|2013|12|99.0
17884|M?LAS|2013|13|99.0
17884|M?LAS|2014|1|99.0
17884|M?LAS|2014|2|99.0
17884|M?LAS|2014|3|99.0
17884|M?LAS|2014|4|99.0
17884|M?LAS|2014|5|99.0
17884|M?LAS|2014|6|99.0
17884|M?LAS|2014|7|99.0
17884|M?LAS|2014|8|98.0
17884|M?LAS|2014|9|99.0
17884|M?LAS|2014|10|99.0
17884|M?LAS|2014|11|99.0
17884|M?LAS|2014|12|99.0
17884|M?LAS|2014|13|99.0
17884|M?LAS|2015|1|99.0
17884|M?LAS|2015|2|99.0
17884|M?LAS|2015|3|99.0
17884|M?LAS|2015|4|99.0
17884|M?LAS|2015|5|99.0
17884|M?LAS|2015|6|97.0
17884|M?LAS|2015|7|92.0
17884|M?LAS|2015|8|95.0
17884|M?LAS|2015|9|99.0
17884|M?LAS|2015|10|99.0
17884|M?LAS|2015|11|98.0
17884|M?LAS|2015|12|94.0
17884|M?LAS|2015|13|99.0
17884|M?LAS|2016|1|99.0
17884|M?LAS|2016|2|97.0
17884|M?LAS|2016|3|98.0
17884|M?LAS|2016|4|99.0
17884|M?LAS|2016|5|99.0
17884|M?LAS|2016|6|93.0
17884|M?LAS|2016|7|85.0
17884|M?LAS|2016|8|83.0
17884|M?LAS|2016|9|94.0
17884|M?LAS|2016|10|93.0
17884|M?LAS|2016|11|99.0
17884|M?LAS|2016|12|99.0
17884|M?LAS|2016|13|99.0
17884|M?LAS|2017|1|99.0
17884|M?LAS|2017|2|99.0
17884|M?LAS|2017|3|100.0
17884|M?LAS|2017|4|100.0
17884|M?LAS|2017|5|100.0
17884|M?LAS|2017|6|92.0
17884|M?LAS|2017|7|82.0
17884|M?LAS|2017|8|90.0
17884|M?LAS|2017|9|88.0
17884|M?LAS|2017|10|100.0
17884|M?LAS|2017|11|100.0
17884|M?LAS|2017|12|100.0
17884|M?LAS|2017|13|100.0
17884|M?LAS|2018|1|100.0
17884|M?LAS|2018|2|100.0
17884|M?LAS|2018|3|100.0
17884|M?LAS|2018|4|100.0
17884|M?LAS|2018|5|100.0
17884|M?LAS|2018|6|91.0
17884|M?LAS|2018|7|78.0
17884|M?LAS|2018|8|93.0
17884|M?LAS|2018|9|87.0
17884|M?LAS|2018|10|100.0
17884|M?LAS|2018|11|100.0
17884|M?LAS|2018|12|100.0
17884|M?LAS|2018|13|100.0
17884|M?LAS|2019|1|100.0
17884|M?LAS|2019|2|100.0
17884|M?LAS|2019|3|100.0
17884|M?LAS|2019|4|100.0
17884|M?LAS|2019|5|94.0
17884|M?LAS|2019|6|100.0
17884|M?LAS|2019|7|85.0
17884|M?LAS|2019|8|90.0
17884|M?LAS|2019|9|100.0
17884|M?LAS|2019|10|100.0
17884|M?LAS|2019|11|100.0
17884|M?LAS|2019|12|100.0
17884|M?LAS|2019|13|100.0
17884|M?LAS|2020|1|100.0
17884|M?LAS|2020|2|100.0
17884|M?LAS|2020|3|100.0
17884|M?LAS|2020|4|100.0
17884|M?LAS|2020|5|100.0
17884|M?LAS|2020|6|96.0
17884|M?LAS|2020|7|86.0
17884|M?LAS|2020|8|82.0
17884|M?LAS|2020|9|87.0
17884|M?LAS|2020|10|100.0
17884|M?LAS|2020|11|100.0
17884|M?LAS|2020|12|100.0
17884|M?LAS|2020|13|100.0
17884|M?LAS|2021|1|100.0
17884|M?LAS|2021|2|100.0
17884|M?LAS|2021|3|100.0
17884|M?LAS|2021|4|98.0
17884|M?LAS|2021|5|90.0
17884|M?LAS|2021|6|100.0
17886|YATA?AN|1968|1|96.0
17886|YATA?AN|1968|2|96.0
17886|YATA?AN|1968|3|96.0
17886|YATA?AN|1968|4|97.0
17886|YATA?AN|1968|5|92.0
17886|YATA?AN|1968|6|86.0
17886|YATA?AN|1968|7|79.0
17886|YATA?AN|1968|8|90.0
17886|YATA?AN|1968|9|95.0
17886|YATA?AN|1968|10|97.0
17886|YATA?AN|1968|11|97.0
17886|YATA?AN|1968|12|97.0
17886|YATA?AN|1968|13|97.0
17886|YATA?AN|1969|1|97.0
17886|YATA?AN|1969|2|96.0
17886|YATA?AN|1969|3|98.0
17886|YATA?AN|1969|4|97.0
17886|YATA?AN|1969|5|92.0
17886|YATA?AN|1969|6|70.0
17886|YATA?AN|1969|7|85.0
17886|YATA?AN|1969|8|72.0
17886|YATA?AN|1969|9|70.0
17886|YATA?AN|1969|10|91.0
17886|YATA?AN|1969|11|97.0
17886|YATA?AN|1969|12|98.0
17886|YATA?AN|1969|13|98.0
17886|YATA?AN|1970|1|98.0
17886|YATA?AN|1970|2|98.0
17886|YATA?AN|1970|3|95.0
17886|YATA?AN|1970|4|93.0
17886|YATA?AN|1970|5|94.0
17886|YATA?AN|1970|6|87.0
17886|YATA?AN|1970|7|82.0
17886|YATA?AN|1970|8|91.0
17886|YATA?AN|1970|9|97.0
17886|YATA?AN|1970|10|94.0
17886|YATA?AN|1970|11|98.0
17886|YATA?AN|1970|12|98.0
17886|YATA?AN|1970|13|98.0
17886|YATA?AN|1971|1|98.0
17886|YATA?AN|1971|2|99.0
17886|YATA?AN|1971|3|98.0
17886|YATA?AN|1971|4|96.0
17886|YATA?AN|1971|5|97.0
17886|YATA?AN|1971|6|90.0
17886|YATA?AN|1971|7|77.0
17886|YATA?AN|1971|8|84.0
17886|YATA?AN|1971|9|88.0
17886|YATA?AN|1971|10|91.0
17886|YATA?AN|1971|11|97.0
17886|YATA?AN|1971|12|98.0
17886|YATA?AN|1971|13|99.0
17886|YATA?AN|1972|1|97.0
17886|YATA?AN|1972|2|97.0
17886|YATA?AN|1972|3|97.0
17886|YATA?AN|1972|4|97.0
17886|YATA?AN|1972|5|94.0
17886|YATA?AN|1972|6|92.0
17886|YATA?AN|1972|7|76.0
17886|YATA?AN|1972|8|75.0
17886|YATA?AN|1972|9|83.0
17886|YATA?AN|1972|10|97.0
17886|YATA?AN|1972|11|98.0
17886|YATA?AN|1972|12|100.0
17886|YATA?AN|1972|13|100.0
17886|YATA?AN|1973|1|100.0
17886|YATA?AN|1973|2|100.0
17886|YATA?AN|1973|3|98.0
17886|YATA?AN|1973|4|96.0
17886|YATA?AN|1973|5|91.0
17886|YATA?AN|1973|6|88.0
17886|YATA?AN|1973|7|82.0
17886|YATA?AN|1973|8|67.0
17886|YATA?AN|1973|9|90.0
17886|YATA?AN|1973|10|97.0
17886|YATA?AN|1973|11|96.0
17886|YATA?AN|1973|12|100.0
17886|YATA?AN|1973|13|100.0
17886|YATA?AN|1974|1|100.0
17886|YATA?AN|1974|2|100.0
17886|YATA?AN|1974|3|98.0
17886|YATA?AN|1974|4|92.0
17886|YATA?AN|1974|5|88.0
17886|YATA?AN|1974|6|75.0
17886|YATA?AN|1974|7|74.0
17886|YATA?AN|1974|8|83.0
17886|YATA?AN|1974|9|89.0
17886|YATA?AN|1974|10|94.0
17886|YATA?AN|1974|11|98.0
17886|YATA?AN|1974|12|100.0
17886|YATA?AN|1974|13|100.0
17886|YATA?AN|1975|1|100.0
17886|YATA?AN|1975|2|100.0
17886|YATA?AN|1975|3|100.0
17886|YATA?AN|1975|4|96.0
17886|YATA?AN|1975|5|99.0
17886|YATA?AN|1975|6|94.0
17886|YATA?AN|1975|7|77.0
17886|YATA?AN|1975|8|86.0
17886|YATA?AN|1975|9|81.0
17886|YATA?AN|1975|10|99.0
17886|YATA?AN|1975|11|100.0
17886|YATA?AN|1975|12|100.0
17886|YATA?AN|1975|13|100.0
17886|YATA?AN|1976|1|100.0
17886|YATA?AN|1976|2|99.0
17886|YATA?AN|1976|3|99.0
17886|YATA?AN|1976|4|98.0
17886|YATA?AN|1976|5|95.0
17886|YATA?AN|1976|6|85.0
17886|YATA?AN|1976|7|86.0
17886|YATA?AN|1976|8|88.0
17886|YATA?AN|1976|9|90.0
17886|YATA?AN|1976|10|99.0
17886|YATA?AN|1976|11|100.0
17886|YATA?AN|1976|12|100.0
17886|YATA?AN|1976|13|100.0
17886|YATA?AN|1977|1|97.0
17886|YATA?AN|1977|2|100.0
17886|YATA?AN|1977|3|98.0
17886|YATA?AN|1977|4|98.0
17886|YATA?AN|1977|5|88.0
17886|YATA?AN|1977|6|91.0
17886|YATA?AN|1977|7|83.0
17886|YATA?AN|1977|8|87.0
17886|YATA?AN|1977|9|97.0
17886|YATA?AN|1977|10|95.0
17886|YATA?AN|1977|11|98.0
17886|YATA?AN|1977|12|98.0
17886|YATA?AN|1977|13|100.0
17886|YATA?AN|1978|1|99.0
17886|YATA?AN|1978|2|100.0
17886|YATA?AN|1978|3|100.0
17886|YATA?AN|1978|4|100.0
17886|YATA?AN|1978|5|94.0
17886|YATA?AN|1978|6|100.0
17886|YATA?AN|1978|7|83.0
17886|YATA?AN|1978|8|89.0
17886|YATA?AN|1978|9|99.0
17886|YATA?AN|1978|10|99.0
17886|YATA?AN|1978|11|100.0
17886|YATA?AN|1978|12|99.0
17886|YATA?AN|1978|13|100.0
17886|YATA?AN|1979|1|98.0
17886|YATA?AN|1979|2|100.0
17886|YATA?AN|1979|3|100.0
17886|YATA?AN|1979|4|99.0
17886|YATA?AN|1979|5|98.0
17886|YATA?AN|1979|6|97.0
17886|YATA?AN|1979|7|94.0
17886|YATA?AN|1979|8|94.0
17886|YATA?AN|1979|9|100.0
17886|YATA?AN|1979|10|98.0
17886|YATA?AN|1979|11|99.0
17886|YATA?AN|1979|12|97.0
17886|YATA?AN|1979|13|100.0
17886|YATA?AN|1980|1|100.0
17886|YATA?AN|1980|2|99.0
17886|YATA?AN|1980|3|99.0
17886|YATA?AN|1980|4|98.0
17886|YATA?AN|1980|5|95.0
17886|YATA?AN|1980|6|97.0
17886|YATA?AN|1980|7|89.0
17886|YATA?AN|1980|8|95.0
17886|YATA?AN|1980|9|98.0
17886|YATA?AN|1980|10|98.0
17886|YATA?AN|1980|11|95.0
17886|YATA?AN|1980|12|97.0
17886|YATA?AN|1980|13|100.0
17886|YATA?AN|1981|1|100.0
17886|YATA?AN|1981|2|100.0
17886|YATA?AN|1981|3|100.0
17886|YATA?AN|1981|4|99.0
17886|YATA?AN|1981|5|99.0
17886|YATA?AN|1981|6|92.0
17886|YATA?AN|1981|7|88.0
17886|YATA?AN|1981|8|93.0
17886|YATA?AN|1981|9|98.0
17886|YATA?AN|1981|10|98.0
17886|YATA?AN|1981|11|99.0
17886|YATA?AN|1981|12|98.0
17886|YATA?AN|1981|13|100.0
17886|YATA?AN|1982|1|99.0
17886|YATA?AN|1982|2|99.0
17886|YATA?AN|1982|3|97.0
17886|YATA?AN|1982|4|97.0
17886|YATA?AN|1982|5|100.0
17886|YATA?AN|1982|6|95.0
17886|YATA?AN|1982|7|91.0
17886|YATA?AN|1982|8|94.0
17886|YATA?AN|1982|9|99.0
17886|YATA?AN|1982|10|100.0
17886|YATA?AN|1982|11|99.0
17886|YATA?AN|1982|12|98.0
17886|YATA?AN|1982|13|100.0
17886|YATA?AN|1983|1|93.0
17886|YATA?AN|1983|2|97.0
17886|YATA?AN|1983|3|97.0
17886|YATA?AN|1983|4|100.0
17886|YATA?AN|1983|5|100.0
17886|YATA?AN|1983|6|100.0
17886|YATA?AN|1983|7|100.0
17886|YATA?AN|1983|8|96.0
17886|YATA?AN|1983|9|99.0
17886|YATA?AN|1983|10|99.0
17886|YATA?AN|1983|11|100.0
17886|YATA?AN|1983|12|100.0
17886|YATA?AN|1983|13|100.0
17886|YATA?AN|1984|1|96.0
17886|YATA?AN|1984|2|99.0
17886|YATA?AN|1984|3|100.0
17886|YATA?AN|1984|4|100.0
17886|YATA?AN|1984|5|99.0
17886|YATA?AN|1984|6|81.0
17886|YATA?AN|1984|7|79.0
17886|YATA?AN|1984|8|87.0
17886|YATA?AN|1984|9|91.0
17886|YATA?AN|1984|10|94.0
17886|YATA?AN|1984|11|97.0
17886|YATA?AN|1984|12|97.0
17886|YATA?AN|1984|13|100.0
17886|YATA?AN|1985|1|100.0
17886|YATA?AN|1985|2|98.0
17886|YATA?AN|1985|3|99.0
17886|YATA?AN|1985|4|97.0
17886|YATA?AN|1985|5|98.0
17886|YATA?AN|1985|6|92.0
17886|YATA?AN|1985|7|79.0
17886|YATA?AN|1985|8|86.0
17886|YATA?AN|1985|9|89.0
17886|YATA?AN|1985|10|98.0
17886|YATA?AN|1985|11|99.0
17886|YATA?AN|1985|12|98.0
17886|YATA?AN|1985|13|100.0
17886|YATA?AN|1986|1|98.0
17886|YATA?AN|1986|2|99.0
17886|YATA?AN|1986|3|98.0
17886|YATA?AN|1986|4|98.0
17886|YATA?AN|1986|5|90.0
17886|YATA?AN|1986|6|93.0
17886|YATA?AN|1986|7|71.0
17886|YATA?AN|1986|8|73.0
17886|YATA?AN|1986|9|97.0
17886|YATA?AN|1986|10|96.0
17886|YATA?AN|1986|11|98.0
17886|YATA?AN|1986|12|98.0
17886|YATA?AN|1986|13|99.0
17886|YATA?AN|1987|1|97.0
17886|YATA?AN|1987|2|97.0
17886|YATA?AN|1987|3|97.0
17886|YATA?AN|1987|4|98.0
17886|YATA?AN|1987|5|93.0
17886|YATA?AN|1987|6|96.0
17886|YATA?AN|1987|7|86.0
17886|YATA?AN|1987|8|78.0
17886|YATA?AN|1987|9|90.0
17886|YATA?AN|1987|10|95.0
17886|YATA?AN|1987|11|97.0
17886|YATA?AN|1987|12|97.0
17886|YATA?AN|1987|13|98.0
17886|YATA?AN|1988|1|98.0
17886|YATA?AN|1988|2|97.0
17886|YATA?AN|1988|3|98.0
17886|YATA?AN|1988|4|95.0
17886|YATA?AN|1988|5|98.0
17886|YATA?AN|1988|6|85.0
17886|YATA?AN|1988|7|68.0
17886|YATA?AN|1988|8|89.0
17886|YATA?AN|1988|9|80.0
17886|YATA?AN|1988|10|94.0
17886|YATA?AN|1988|11|97.0
17886|YATA?AN|1988|12|99.0
17886|YATA?AN|1988|13|99.0
17886|YATA?AN|1989|1|98.0
17886|YATA?AN|1989|2|97.0
17886|YATA?AN|1989|3|97.0
17886|YATA?AN|1989|4|93.0
17886|YATA?AN|1989|5|94.0
17886|YATA?AN|1989|6|77.0
17886|YATA?AN|1989|7|77.0
17886|YATA?AN|1989|8|80.0
17886|YATA?AN|1989|9|96.0
17886|YATA?AN|1989|10|94.0
17886|YATA?AN|1989|11|98.0
17886|YATA?AN|1989|12|97.0
17886|YATA?AN|1989|13|98.0
17886|YATA?AN|1990|1|95.0
17886|YATA?AN|1990|2|98.0
17886|YATA?AN|1990|3|97.0
17886|YATA?AN|1990|4|97.0
17886|YATA?AN|1990|5|95.0
17886|YATA?AN|1990|6|94.0
17886|YATA?AN|1990|7|92.0
17886|YATA?AN|1990|8|96.0
17886|YATA?AN|1990|9|96.0
17886|YATA?AN|1990|10|97.0
17886|YATA?AN|1990|11|97.0
17886|YATA?AN|1990|12|97.0
17886|YATA?AN|1990|13|98.0
17886|YATA?AN|1991|1|97.0
17886|YATA?AN|1991|2|97.0
17886|YATA?AN|1991|3|98.0
17886|YATA?AN|1991|4|98.0
17886|YATA?AN|1991|5|97.0
17886|YATA?AN|1991|6|89.0
17886|YATA?AN|1991|7|88.0
17886|YATA?AN|1991|8|89.0
17886|YATA?AN|1991|9|92.0
17886|YATA?AN|1991|10|97.0
17886|YATA?AN|1991|11|98.0
17886|YATA?AN|1991|12|97.0
17886|YATA?AN|1991|13|98.0
17886|YATA?AN|1992|1|97.0
17886|YATA?AN|1992|2|97.0
17886|YATA?AN|1992|3|98.0
17886|YATA?AN|1992|4|98.0
17886|YATA?AN|1992|5|96.0
17886|YATA?AN|1992|6|96.0
17886|YATA?AN|1992|7|93.0
17886|YATA?AN|1992|8|95.0
17886|YATA?AN|1992|9|82.0
17886|YATA?AN|1992|10|96.0
17886|YATA?AN|1992|11|97.0
17886|YATA?AN|1992|12|96.0
17886|YATA?AN|1992|13|98.0
17886|YATA?AN|1993|1|98.0
17886|YATA?AN|1993|2|97.0
17886|YATA?AN|1993|3|97.0
17886|YATA?AN|1993|4|98.0
17886|YATA?AN|1993|5|97.0
17886|YATA?AN|1993|6|92.0
17886|YATA?AN|1993|7|81.0
17886|YATA?AN|1993|8|88.0
17886|YATA?AN|1993|9|96.0
17886|YATA?AN|1993|10|98.0
17886|YATA?AN|1993|11|97.0
17886|YATA?AN|1993|12|98.0
17886|YATA?AN|1993|13|98.0
17886|YATA?AN|1994|1|96.0
17886|YATA?AN|1994|2|96.0
17886|YATA?AN|1994|3|98.0
17886|YATA?AN|1994|4|98.0
17886|YATA?AN|1994|5|96.0
17886|YATA?AN|1994|6|98.0
17886|YATA?AN|1994|7|96.0
17886|YATA?AN|1994|8|96.0
17886|YATA?AN|1994|9|94.0
17886|YATA?AN|1994|10|97.0
17886|YATA?AN|1994|11|96.0
17886|YATA?AN|1994|12|98.0
17886|YATA?AN|1994|13|98.0
17886|YATA?AN|1995|1|97.0
17886|YATA?AN|1995|2|99.0
17886|YATA?AN|1995|3|98.0
17886|YATA?AN|1995|4|97.0
17886|YATA?AN|1995|5|93.0
17886|YATA?AN|1995|6|84.0
17886|YATA?AN|1995|7|84.0
17886|YATA?AN|1995|8|89.0
17886|YATA?AN|1995|9|92.0
17886|YATA?AN|1995|10|95.0
17886|YATA?AN|1995|11|95.0
17886|YATA?AN|1995|12|98.0
17886|YATA?AN|1995|13|99.0
17886|YATA?AN|1996|1|97.0
17886|YATA?AN|1996|2|97.0
17886|YATA?AN|1996|3|97.0
17886|YATA?AN|1996|4|98.0
17886|YATA?AN|1996|5|96.0
17886|YATA?AN|1996|6|77.0
17886|YATA?AN|1996|7|80.0
17886|YATA?AN|1996|8|90.0
17886|YATA?AN|1996|9|96.0
17886|YATA?AN|1996|10|98.0
17886|YATA?AN|1996|11|98.0
17886|YATA?AN|1996|12|98.0
17886|YATA?AN|1996|13|98.0
17886|YATA?AN|1997|1|99.0
17886|YATA?AN|1997|2|99.0
17886|YATA?AN|1997|3|98.0
17886|YATA?AN|1997|4|96.0
17886|YATA?AN|1997|5|93.0
17886|YATA?AN|1997|6|98.0
17886|YATA?AN|1997|7|82.0
17886|YATA?AN|1997|8|91.0
17886|YATA?AN|1997|9|92.0
17886|YATA?AN|1997|10|98.0
17886|YATA?AN|1997|11|99.0
17886|YATA?AN|1997|12|99.0
17886|YATA?AN|1997|13|99.0
17886|YATA?AN|1998|1|97.0
17886|YATA?AN|1998|2|97.0
17886|YATA?AN|1998|3|97.0
17886|YATA?AN|1998|4|97.0
17886|YATA?AN|1998|5|98.0
17886|YATA?AN|1998|6|84.0
17886|YATA?AN|1998|7|71.0
17886|YATA?AN|1998|8|81.0
17886|YATA?AN|1998|9|94.0
17886|YATA?AN|1998|10|97.0
17886|YATA?AN|1998|11|98.0
17886|YATA?AN|1998|12|100.0
17886|YATA?AN|1998|13|100.0
17886|YATA?AN|1999|1|100.0
17886|YATA?AN|1999|2|97.0
17886|YATA?AN|1999|3|98.0
17886|YATA?AN|1999|4|98.0
17886|YATA?AN|1999|5|90.0
17886|YATA?AN|1999|6|87.0
17886|YATA?AN|1999|7|97.0
17886|YATA?AN|1999|8|98.0
17886|YATA?AN|1999|9|91.0
17886|YATA?AN|1999|10|97.0
17886|YATA?AN|1999|11|96.0
17886|YATA?AN|1999|12|98.0
17886|YATA?AN|1999|13|100.0
17886|YATA?AN|2000|1|95.0
17886|YATA?AN|2000|2|97.0
17886|YATA?AN|2000|3|98.0
17886|YATA?AN|2000|4|98.0
17886|YATA?AN|2000|5|92.0
17886|YATA?AN|2000|6|98.0
17886|YATA?AN|2000|7|73.0
17886|YATA?AN|2000|8|80.0
17886|YATA?AN|2000|9|92.0
17886|YATA?AN|2000|10|97.0
17886|YATA?AN|2000|11|97.0
17886|YATA?AN|2000|12|97.0
17886|YATA?AN|2000|13|98.0
17886|YATA?AN|2001|1|99.0
17886|YATA?AN|2001|2|97.0
17886|YATA?AN|2001|3|96.0
17886|YATA?AN|2001|4|96.0
17886|YATA?AN|2001|5|95.0
17886|YATA?AN|2001|6|78.0
17886|YATA?AN|2001|7|81.0
17886|YATA?AN|2001|8|89.0
17886|YATA?AN|2001|9|88.0
17886|YATA?AN|2001|10|97.0
17886|YATA?AN|2001|11|98.0
17886|YATA?AN|2001|12|99.0
17886|YATA?AN|2001|13|99.0
17886|YATA?AN|2002|1|98.0
17886|YATA?AN|2002|2|97.0
17886|YATA?AN|2002|3|98.0
17886|YATA?AN|2002|4|99.0
17886|YATA?AN|2002|5|94.0
17886|YATA?AN|2002|6|92.0
17886|YATA?AN|2002|7|94.0
17886|YATA?AN|2002|8|89.0
17886|YATA?AN|2002|9|97.0
17886|YATA?AN|2002|10|100.0
17886|YATA?AN|2002|11|99.0
17886|YATA?AN|2002|12|99.0
17886|YATA?AN|2002|13|100.0
17886|YATA?AN|2003|1|98.0
17886|YATA?AN|2003|2|95.0
17886|YATA?AN|2003|3|99.0
17886|YATA?AN|2003|4|95.0
17886|YATA?AN|2003|5|96.0
17886|YATA?AN|2003|6|96.0
17886|YATA?AN|2003|7|77.0
17886|YATA?AN|2003|8|89.0
17886|YATA?AN|2003|9|92.0
17886|YATA?AN|2003|10|97.0
17886|YATA?AN|2003|11|99.0
17886|YATA?AN|2003|12|100.0
17886|YATA?AN|2003|13|100.0
17886|YATA?AN|2004|1|97.0
17886|YATA?AN|2004|2|95.0
17886|YATA?AN|2004|3|96.0
17886|YATA?AN|2004|4|95.0
17886|YATA?AN|2004|5|96.0
17886|YATA?AN|2004|6|91.0
17886|YATA?AN|2004|7|79.0
17886|YATA?AN|2004|8|83.0
17886|YATA?AN|2004|9|93.0
17886|YATA?AN|2004|10|98.0
17886|YATA?AN|2004|11|98.0
17886|YATA?AN|2004|12|98.0
17886|YATA?AN|2004|13|98.0
17886|YATA?AN|2005|1|96.0
17886|YATA?AN|2005|2|96.0
17886|YATA?AN|2005|3|97.0
17886|YATA?AN|2005|4|95.0
17886|YATA?AN|2005|5|96.0
17886|YATA?AN|2005|6|96.0
17886|YATA?AN|2005|7|95.0
17886|YATA?AN|2005|8|88.0
17886|YATA?AN|2005|9|94.0
17886|YATA?AN|2005|10|96.0
17886|YATA?AN|2005|11|96.0
17886|YATA?AN|2005|12|96.0
17886|YATA?AN|2005|13|97.0
17886|YATA?AN|2006|1|99.0
17886|YATA?AN|2006|2|99.0
17886|YATA?AN|2006|3|98.0
17886|YATA?AN|2006|4|100.0
17886|YATA?AN|2006|5|99.0
17886|YATA?AN|2006|6|85.0
17886|YATA?AN|2006|7|91.0
17886|YATA?AN|2006|8|75.0
17886|YATA?AN|2006|9|100.0
17886|YATA?AN|2006|10|100.0
17886|YATA?AN|2006|11|100.0
17886|YATA?AN|2006|12|100.0
17886|YATA?AN|2006|13|100.0
17886|YATA?AN|2007|1|100.0
17886|YATA?AN|2007|2|100.0
17886|YATA?AN|2007|3|100.0
17886|YATA?AN|2007|4|98.0
17886|YATA?AN|2007|5|100.0
17886|YATA?AN|2007|6|93.0
17886|YATA?AN|2007|7|83.0
17886|YATA?AN|2007|8|65.0
17886|YATA?AN|2007|9|98.0
17886|YATA?AN|2007|10|100.0
17886|YATA?AN|2007|11|100.0
17886|YATA?AN|2007|12|100.0
17886|YATA?AN|2007|13|100.0
17886|YATA?AN|2008|1|99.0
17886|YATA?AN|2008|2|99.0
17886|YATA?AN|2008|3|99.0
17886|YATA?AN|2008|4|99.0
17886|YATA?AN|2008|5|100.0
17886|YATA?AN|2008|6|88.0
17886|YATA?AN|2008|7|68.0
17886|YATA?AN|2008|8|83.0
17886|YATA?AN|2008|9|99.0
17886|YATA?AN|2008|10|99.0
17886|YATA?AN|2008|11|99.0
17886|YATA?AN|2008|12|99.0
17886|YATA?AN|2008|13|100.0
17886|YATA?AN|2009|1|99.0
17886|YATA?AN|2009|2|97.0
17886|YATA?AN|2009|3|99.0
17886|YATA?AN|2009|4|99.0
17886|YATA?AN|2009|5|99.0
17886|YATA?AN|2009|6|86.0
17886|YATA?AN|2009|7|79.0
17886|YATA?AN|2009|8|75.0
17886|YATA?AN|2009|9|99.0
17886|YATA?AN|2009|10|99.0
17886|YATA?AN|2009|11|99.0
17886|YATA?AN|2009|12|99.0
17886|YATA?AN|2009|13|99.0
17886|YATA?AN|2010|1|99.0
17886|YATA?AN|2010|2|99.0
17886|YATA?AN|2010|3|99.0
17886|YATA?AN|2010|4|98.0
17886|YATA?AN|2010|5|99.0
17886|YATA?AN|2010|6|99.0
17886|YATA?AN|2010|7|91.0
17886|YATA?AN|2010|8|90.0
17886|YATA?AN|2010|9|89.0
17886|YATA?AN|2010|10|99.0
17886|YATA?AN|2010|11|99.0
17886|YATA?AN|2010|12|99.0
17886|YATA?AN|2010|13|99.0
17886|YATA?AN|2011|1|99.0
17886|YATA?AN|2011|2|99.0
17886|YATA?AN|2011|3|97.0
17886|YATA?AN|2011|4|99.0
17886|YATA?AN|2011|5|99.0
17886|YATA?AN|2011|6|99.0
17886|YATA?AN|2011|7|80.0
17886|YATA?AN|2011|8|98.0
17886|YATA?AN|2011|9|99.0
17886|YATA?AN|2011|10|99.0
17886|YATA?AN|2011|11|97.0
17886|YATA?AN|2011|12|99.0
17886|YATA?AN|2011|13|99.0
17886|YATA?AN|2012|1|99.0
17886|YATA?AN|2012|2|99.0
17886|YATA?AN|2012|3|99.0
17886|YATA?AN|2012|4|99.0
17886|YATA?AN|2012|5|99.0
17886|YATA?AN|2012|6|95.0
17886|YATA?AN|2012|7|93.0
17886|YATA?AN|2012|8|95.0
17886|YATA?AN|2012|9|91.0
17886|YATA?AN|2012|10|99.0
17886|YATA?AN|2012|11|99.0
17886|YATA?AN|2012|12|99.0
17886|YATA?AN|2012|13|99.0
17886|YATA?AN|2013|1|99.0
17886|YATA?AN|2013|2|99.0
17886|YATA?AN|2013|3|99.0
17886|YATA?AN|2013|4|99.0
17886|YATA?AN|2013|5|99.0
