Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_SICAKLIK_C
17884|M?LAS|2002|12|-2.8
17884|M?LAS|2002|13|-2.8
17884|M?LAS|2003|1|2.9
17884|M?LAS|2003|2|-1.2
17884|M?LAS|2003|3|0.2
17884|M?LAS|2003|4|2.9
17884|M?LAS|2003|5|11.0
17884|M?LAS|2003|6|15.0
17884|M?LAS|2003|7|18.7
17884|M?LAS|2003|8|18.8
17884|M?LAS|2003|9|12.0
17884|M?LAS|2003|10|4.4
17884|M?LAS|2003|11|4.8
17884|M?LAS|2003|12|-0.5
17884|M?LAS|2003|13|-1.2
17884|M?LAS|2004|1|-3.6
17884|M?LAS|2004|2|-4.2
17884|M?LAS|2004|3|-0.2
17884|M?LAS|2004|4|4.0
17884|M?LAS|2004|5|10.0
17884|M?LAS|2004|6|13.5
17884|M?LAS|2004|7|18.8
17884|M?LAS|2004|8|18.0
17884|M?LAS|2004|9|12.2
17884|M?LAS|2004|10|11.0
17884|M?LAS|2004|11|-1.2
17884|M?LAS|2004|12|-0.8
17884|M?LAS|2004|13|-4.2
17884|M?LAS|2005|1|-1.0
17884|M?LAS|2005|2|-2.6
17884|M?LAS|2005|3|-0.8
17884|M?LAS|2005|4|2.7
17884|M?LAS|2005|5|8.4
17884|M?LAS|2005|6|15.0
17884|M?LAS|2005|7|18.0
17884|M?LAS|2005|8|18.3
17884|M?LAS|2005|9|14.1
17884|M?LAS|2005|10|5.7
17884|M?LAS|2005|11|-0.8
17884|M?LAS|2005|12|-1.7
17884|M?LAS|2005|13|-2.6
17884|M?LAS|2006|1|-2.0
17884|M?LAS|2006|2|-3.2
17884|M?LAS|2006|3|-0.2
17884|M?LAS|2006|4|6.4
17884|M?LAS|2006|5|7.2
17884|M?LAS|2006|6|13.4
17884|M?LAS|2006|7|17.0
17884|M?LAS|2006|8|17.0
17884|M?LAS|2006|9|13.4
17884|M?LAS|2006|10|10.9
17884|M?LAS|2006|11|2.0
17884|M?LAS|2006|12|-2.7
17884|M?LAS|2006|13|-3.2
17884|M?LAS|2007|1|-1.1
17884|M?LAS|2007|2|-1.9
17884|M?LAS|2007|3|2.2
17884|M?LAS|2007|4|6.0
17884|M?LAS|2007|5|10.9
17884|M?LAS|2007|6|16.2
17884|M?LAS|2007|7|19.4
17884|M?LAS|2007|8|19.1
17884|M?LAS|2007|9|13.9
17884|M?LAS|2007|10|10.0
17884|M?LAS|2007|11|5.0
17884|M?LAS|2007|12|0.8
17884|M?LAS|2008|1|-0.9
17884|M?LAS|2008|2|-2.6
17884|M?LAS|2008|3|3.6
17884|M?LAS|2008|4|5.0
17884|M?LAS|2008|5|8.5
17884|M?LAS|2008|6|14.7
17884|M?LAS|2008|7|17.1
17884|M?LAS|2008|8|20.2
17884|M?LAS|2008|9|14.3
17884|M?LAS|2008|10|10.6
17884|M?LAS|2008|11|6.9
17884|M?LAS|2008|12|-0.8
17884|M?LAS|2008|13|-2.6
17884|M?LAS|2009|1|-1.7
17884|M?LAS|2009|2|1.8
17884|M?LAS|2009|3|1.5
17884|M?LAS|2009|4|7.6
17884|M?LAS|2009|5|9.0
17884|M?LAS|2009|6|14.7
17884|M?LAS|2009|7|19.8
17884|M?LAS|2009|8|18.6
17884|M?LAS|2009|9|14.2
17884|M?LAS|2009|10|11.4
17884|M?LAS|2009|11|4.6
17884|M?LAS|2009|12|4.2
17884|M?LAS|2009|13|-1.7
17884|M?LAS|2010|1|-0.4
17884|M?LAS|2010|2|-0.7
17884|M?LAS|2010|3|2.8
17884|M?LAS|2010|4|7.2
17884|M?LAS|2010|5|11.1
17884|M?LAS|2010|6|16.2
17884|M?LAS|2010|7|20.4
17884|M?LAS|2010|8|20.2
17884|M?LAS|2010|9|16.8
17884|M?LAS|2010|10|8.4
17884|M?LAS|2010|11|7.8
17884|M?LAS|2010|12|-1.3
17884|M?LAS|2010|13|-1.3
17884|M?LAS|2011|1|1.0
17884|M?LAS|2011|2|0.8
17884|M?LAS|2011|3|0.1
17884|M?LAS|2011|4|5.0
17884|M?LAS|2011|5|9.1
17884|M?LAS|2011|6|15.3
17884|M?LAS|2011|7|16.8
17884|M?LAS|2011|8|17.5
17884|M?LAS|2011|9|16.1
17884|M?LAS|2011|10|6.4
17884|M?LAS|2011|11|1.9
17884|M?LAS|2011|12|0.5
17884|M?LAS|2011|13|0.1
17884|M?LAS|2012|1|-1.0
17884|M?LAS|2012|2|-0.9
17884|M?LAS|2012|3|-0.7
17884|M?LAS|2012|4|6.3
17884|M?LAS|2012|5|10.6
17884|M?LAS|2012|6|14.4
17884|M?LAS|2012|7|20.7
17884|M?LAS|2012|8|19.1
17884|M?LAS|2012|9|14.0
17884|M?LAS|2012|10|11.7
17884|M?LAS|2012|11|4.9
17884|M?LAS|2012|12|1.3
17884|M?LAS|2012|13|-1.0
17884|M?LAS|2013|1|-2.0
17884|M?LAS|2013|2|1.7
17884|M?LAS|2013|3|2.8
17884|M?LAS|2013|4|6.7
17884|M?LAS|2013|5|11.8
17884|M?LAS|2013|6|14.4
17884|M?LAS|2013|7|18.6
17884|M?LAS|2013|8|20.0
17884|M?LAS|2013|9|13.7
17884|M?LAS|2013|10|7.3
17884|M?LAS|2013|11|3.9
17884|M?LAS|2013|12|-1.2
17884|M?LAS|2013|13|-2.0
17884|M?LAS|2014|1|1.8
17884|M?LAS|2014|2|2.6
17884|M?LAS|2014|3|3.6
17884|M?LAS|2014|4|7.6
17884|M?LAS|2014|5|10.6
17884|M?LAS|2014|6|13.8
17884|M?LAS|2014|7|19.1
17884|M?LAS|2014|8|20.4
17884|M?LAS|2014|9|14.5
17884|M?LAS|2014|10|10.5
17884|M?LAS|2014|11|5.1
17884|M?LAS|2014|12|2.3
17884|M?LAS|2014|13|1.8
17884|M?LAS|2015|1|-2.9
17884|M?LAS|2015|2|-1.0
17884|M?LAS|2015|3|4.0
17884|M?LAS|2015|4|4.8
17884|M?LAS|2015|5|11.5
17884|M?LAS|2015|6|14.7
17884|M?LAS|2015|7|19.6
17884|M?LAS|2015|8|22.1
17884|M?LAS|2015|9|18.2
17884|M?LAS|2015|10|10.3
17884|M?LAS|2015|11|8.2
17884|M?LAS|2015|12|1.8
17884|M?LAS|2015|13|-2.9
17884|M?LAS|2016|1|-3.1
17884|M?LAS|2016|2|1.8
17884|M?LAS|2016|3|5.1
17884|M?LAS|2016|4|8.9
17884|M?LAS|2016|5|13.5
17884|M?LAS|2016|6|14.4
17884|M?LAS|2016|7|24.8
17884|M?LAS|2016|8|19.2
17884|M?LAS|2016|9|12.6
17884|M?LAS|2016|10|10.0
17884|M?LAS|2016|11|4.6
17884|M?LAS|2016|12|0.3
17884|M?LAS|2016|13|-3.1
17884|M?LAS|2017|1|-2.0
17884|M?LAS|2017|2|-0.6
17884|M?LAS|2017|3|6.3
17884|M?LAS|2017|4|5.7
17884|M?LAS|2017|5|10.8
17884|M?LAS|2017|6|14.3
17884|M?LAS|2017|7|20.2
17884|M?LAS|2017|8|20.0
17884|M?LAS|2017|9|14.5
17884|M?LAS|2017|10|9.5
17884|M?LAS|2017|11|2.6
17884|M?LAS|2017|12|1.4
17884|M?LAS|2017|13|-2.0
17884|M?LAS|2018|1|0.5
17884|M?LAS|2018|2|4.0
17884|M?LAS|2018|3|4.6
17884|M?LAS|2018|4|7.3
17884|M?LAS|2018|5|12.4
17884|M?LAS|2018|6|16.1
17884|M?LAS|2018|7|19.0
17884|M?LAS|2018|8|19.4
17884|M?LAS|2018|9|17.1
17884|M?LAS|2018|10|6.7
17884|M?LAS|2018|11|7.1
17884|M?LAS|2018|12|0.6
17884|M?LAS|2018|13|0.5
17884|M?LAS|2019|1|-0.9
17884|M?LAS|2019|2|3.0
17884|M?LAS|2019|3|2.7
17884|M?LAS|2019|4|6.8
17884|M?LAS|2019|5|9.0
17884|M?LAS|2019|6|15.5
17884|M?LAS|2019|7|19.3
17884|M?LAS|2019|8|21.2
17884|M?LAS|2019|9|14.6
17884|M?LAS|2019|10|10.7
17884|M?LAS|2019|11|7.7
17884|M?LAS|2019|12|2.1
17884|M?LAS|2019|13|-0.9
17884|M?LAS|2020|1|0.7
17884|M?LAS|2020|2|0.4
17884|M?LAS|2020|3|3.5
17884|M?LAS|2020|4|6.9
17884|M?LAS|2020|5|10.0
17884|M?LAS|2020|6|13.2
17884|M?LAS|2020|7|19.9
17884|M?LAS|2020|8|19.8
17884|M?LAS|2020|9|16.5
17884|M?LAS|2020|10|11.5
17884|M?LAS|2020|11|3.8
17884|M?LAS|2020|12|4.7
17884|M?LAS|2020|13|0.4
17884|M?LAS|2021|1|-1.0
17884|M?LAS|2021|2|0.8
17884|M?LAS|2021|3|1.6
17884|M?LAS|2021|4|4.3
17884|M?LAS|2021|5|12.2
17884|M?LAS|2021|6|14.5
17886|YATA?AN|1968|1|-6.3
17886|YATA?AN|1968|2|-2.5
17886|YATA?AN|1968|3|-2.6
17886|YATA?AN|1968|4|5.3
17886|YATA?AN|1968|5|8.8
17886|YATA?AN|1968|6|13.1
17886|YATA?AN|1968|7|16.3
17886|YATA?AN|1968|8|13.4
17886|YATA?AN|1968|9|6.7
17886|YATA?AN|1968|10|6.7
17886|YATA?AN|1968|11|5.5
17886|YATA?AN|1968|12|-0.3
17886|YATA?AN|1968|13|-6.3
17886|YATA?AN|1969|1|-5.5
17886|YATA?AN|1969|2|-1.3
17886|YATA?AN|1969|3|2.4
17886|YATA?AN|1969|4|0.4
17886|YATA?AN|1969|5|8.1
17886|YATA?AN|1969|6|12.2
17886|YATA?AN|1969|7|13.4
17886|YATA?AN|1969|8|14.8
17886|YATA?AN|1969|9|10.8
17886|YATA?AN|1969|10|4.0
17886|YATA?AN|1969|11|-0.8
17886|YATA?AN|1969|12|0.4
17886|YATA?AN|1969|13|-5.5
17886|YATA?AN|1970|1|-1.6
17886|YATA?AN|1970|2|-2.9
17886|YATA?AN|1970|3|0.4
17886|YATA?AN|1970|4|3.5
17886|YATA?AN|1970|5|6.5
17886|YATA?AN|1970|6|10.6
17886|YATA?AN|1970|7|15.4
17886|YATA?AN|1970|8|12.6
17886|YATA?AN|1970|9|7.8
17886|YATA?AN|1970|10|2.8
17886|YATA?AN|1970|11|2.2
17886|YATA?AN|1970|12|-3.8
17886|YATA?AN|1970|13|-3.8
17886|YATA?AN|1971|1|1.0
17886|YATA?AN|1971|2|-3.8
17886|YATA?AN|1971|3|-3.4
17886|YATA?AN|1971|4|1.7
17886|YATA?AN|1971|5|9.0
17886|YATA?AN|1971|6|9.8
17886|YATA?AN|1971|7|13.8
17886|YATA?AN|1971|8|14.2
17886|YATA?AN|1971|9|8.8
17886|YATA?AN|1971|10|2.4
17886|YATA?AN|1971|11|-0.5
17886|YATA?AN|1971|12|-3.6
17886|YATA?AN|1971|13|-3.8
17886|YATA?AN|1972|1|-6.4
17886|YATA?AN|1972|2|-6.2
17886|YATA?AN|1972|3|-1.0
17886|YATA?AN|1972|4|2.8
17886|YATA?AN|1972|5|7.4
17886|YATA?AN|1972|6|11.8
17886|YATA?AN|1972|7|14.8
17886|YATA?AN|1972|8|13.8
17886|YATA?AN|1972|9|10.4
17886|YATA?AN|1972|10|0.8
17886|YATA?AN|1972|11|-2.6
17886|YATA?AN|1972|12|-4.6
17886|YATA?AN|1972|13|-6.4
17886|YATA?AN|1973|1|-8.6
17886|YATA?AN|1973|2|-0.5
17886|YATA?AN|1973|3|-2.6
17886|YATA?AN|1973|4|3.0
17886|YATA?AN|1973|5|7.8
17886|YATA?AN|1973|6|10.2
17886|YATA?AN|1973|7|15.6
17886|YATA?AN|1973|8|15.2
17886|YATA?AN|1973|9|12.0
17886|YATA?AN|1973|10|3.4
17886|YATA?AN|1973|11|-3.0
17886|YATA?AN|1973|12|-1.6
17886|YATA?AN|1973|13|-8.6
17886|YATA?AN|1974|1|-6.6
17886|YATA?AN|1974|2|-5.0
17886|YATA?AN|1974|3|0.6
17886|YATA?AN|1974|4|1.2
17886|YATA?AN|1974|5|6.1
17886|YATA?AN|1974|6|10.4
17886|YATA?AN|1974|7|14.1
17886|YATA?AN|1974|8|15.0
17886|YATA?AN|1974|9|6.8
17886|YATA?AN|1974|10|5.6
17886|YATA?AN|1974|11|-0.2
17886|YATA?AN|1974|12|-3.6
17886|YATA?AN|1974|13|-6.6
17886|YATA?AN|1975|1|-3.6
17886|YATA?AN|1975|2|-5.8
17886|YATA?AN|1975|3|-2.9
17886|YATA?AN|1975|4|4.0
17886|YATA?AN|1975|5|5.8
17886|YATA?AN|1975|6|9.8
17886|YATA?AN|1975|7|12.6
17886|YATA?AN|1975|8|13.0
17886|YATA?AN|1975|9|8.5
17886|YATA?AN|1975|10|4.0
17886|YATA?AN|1975|11|-0.2
17886|YATA?AN|1975|12|-3.2
17886|YATA?AN|1975|13|-5.8
17886|YATA?AN|1976|1|-4.2
17886|YATA?AN|1976|2|-6.6
17886|YATA?AN|1976|3|-3.2
17886|YATA?AN|1976|4|4.2
17886|YATA?AN|1976|5|10.0
17886|YATA?AN|1976|6|10.1
17886|YATA?AN|1976|7|14.0
17886|YATA?AN|1976|8|12.7
17886|YATA?AN|1976|9|7.4
17886|YATA?AN|1976|10|5.4
17886|YATA?AN|1976|11|-0.6
17886|YATA?AN|1976|12|-1.7
17886|YATA?AN|1976|13|-6.6
17886|YATA?AN|1977|1|-6.0
17886|YATA?AN|1977|2|-1.8
17886|YATA?AN|1977|3|-3.7
17886|YATA?AN|1977|4|1.4
17886|YATA?AN|1977|5|7.0
17886|YATA?AN|1977|6|9.6
17886|YATA?AN|1977|7|15.4
17886|YATA?AN|1977|8|14.4
17886|YATA?AN|1977|9|10.3
17886|YATA?AN|1977|10|-0.7
17886|YATA?AN|1977|11|0.9
17886|YATA?AN|1977|12|-3.7
17886|YATA?AN|1977|13|-6.0
17886|YATA?AN|1978|1|-3.0
17886|YATA?AN|1978|2|-1.3
17886|YATA?AN|1978|3|-0.4
17886|YATA?AN|1978|4|2.3
17886|YATA?AN|1978|5|7.5
17886|YATA?AN|1978|6|10.1
17886|YATA?AN|1978|7|15.4
17886|YATA?AN|1978|8|14.0
17886|YATA?AN|1978|9|9.4
17886|YATA?AN|1978|10|7.6
17886|YATA?AN|1978|11|-2.9
17886|YATA?AN|1978|12|-0.6
17886|YATA?AN|1978|13|-3.0
17886|YATA?AN|1979|1|-3.4
17886|YATA?AN|1979|2|-3.1
17886|YATA?AN|1979|3|0.0
17886|YATA?AN|1979|4|0.9
17886|YATA?AN|1979|5|7.0
17886|YATA?AN|1979|6|13.0
17886|YATA?AN|1979|7|13.3
17886|YATA?AN|1979|8|12.4
17886|YATA?AN|1979|9|8.9
17886|YATA?AN|1979|10|6.6
17886|YATA?AN|1979|11|2.7
17886|YATA?AN|1979|12|-3.6
17886|YATA?AN|1979|13|-3.6
17886|YATA?AN|1980|1|-5.3
17886|YATA?AN|1980|2|-3.5
17886|YATA?AN|1980|3|-4.6
17886|YATA?AN|1980|4|2.5
17886|YATA?AN|1980|5|4.3
17886|YATA?AN|1980|6|9.0
17886|YATA?AN|1980|7|14.5
17886|YATA?AN|1980|8|15.0
17886|YATA?AN|1980|9|7.9
17886|YATA?AN|1980|10|4.6
17886|YATA?AN|1980|11|-1.5
17886|YATA?AN|1980|12|-3.0
17886|YATA?AN|1980|13|-5.3
17886|YATA?AN|1981|1|-2.1
17886|YATA?AN|1981|2|-3.4
17886|YATA?AN|1981|3|-1.1
17886|YATA?AN|1981|4|1.9
17886|YATA?AN|1981|5|4.2
17886|YATA?AN|1981|6|11.9
17886|YATA?AN|1981|7|14.7
17886|YATA?AN|1981|8|11.9
17886|YATA?AN|1981|9|8.6
17886|YATA?AN|1981|10|6.8
17886|YATA?AN|1981|11|-2.2
17886|YATA?AN|1981|12|0.5
17886|YATA?AN|1981|13|-3.4
17886|YATA?AN|1982|1|-3.2
17886|YATA?AN|1982|2|-4.6
17886|YATA?AN|1982|3|-2.5
17886|YATA?AN|1982|4|3.5
17886|YATA?AN|1982|5|4.4
17886|YATA?AN|1982|6|11.2
17886|YATA?AN|1982|7|13.0
17886|YATA?AN|1982|8|15.2
17886|YATA?AN|1982|9|11.3
17886|YATA?AN|1982|10|2.9
17886|YATA?AN|1982|11|-2.2
17886|YATA?AN|1982|12|-5.9
17886|YATA?AN|1982|13|-5.9
17886|YATA?AN|1983|1|-6.2
17886|YATA?AN|1983|2|-6.6
17886|YATA?AN|1983|3|-3.0
17886|YATA?AN|1983|4|2.4
17886|YATA?AN|1983|5|7.2
17886|YATA?AN|1983|6|11.3
17886|YATA?AN|1983|7|13.5
17886|YATA?AN|1983|8|13.7
17886|YATA?AN|1983|9|7.3
17886|YATA?AN|1983|10|4.5
17886|YATA?AN|1983|11|-1.7
17886|YATA?AN|1983|12|-1.2
17886|YATA?AN|1983|13|-6.6
17886|YATA?AN|1984|1|-1.3
17886|YATA?AN|1984|2|-0.3
17886|YATA?AN|1984|3|-0.9
17886|YATA?AN|1984|4|2.4
17886|YATA?AN|1984|5|6.5
17886|YATA?AN|1984|6|11.0
17886|YATA?AN|1984|7|14.0
17886|YATA?AN|1984|8|12.7
17886|YATA?AN|1984|9|8.9
17886|YATA?AN|1984|10|1.8
17886|YATA?AN|1984|11|1.0
17886|YATA?AN|1984|12|-4.3
17886|YATA?AN|1984|13|-4.3
17886|YATA?AN|1985|1|-2.0
17886|YATA?AN|1985|2|-4.9
17886|YATA?AN|1985|3|-6.0
17886|YATA?AN|1985|4|4.2
17886|YATA?AN|1985|5|5.5
17886|YATA?AN|1985|6|11.8
17886|YATA?AN|1985|7|11.0
17886|YATA?AN|1985|8|14.4
17886|YATA?AN|1985|9|9.9
17886|YATA?AN|1985|10|1.2
17886|YATA?AN|1985|11|3.6
17886|YATA?AN|1985|12|-2.7
17886|YATA?AN|1985|13|-6.0
17886|YATA?AN|1986|1|-2.9
17886|YATA?AN|1986|2|-1.7
17886|YATA?AN|1986|3|-2.1
17886|YATA?AN|1986|4|4.3
17886|YATA?AN|1986|5|5.8
17886|YATA?AN|1986|6|12.0
17886|YATA?AN|1986|7|12.8
17886|YATA?AN|1986|8|16.4
17886|YATA?AN|1986|9|13.4
17886|YATA?AN|1986|10|4.4
17886|YATA?AN|1986|11|-0.7
17886|YATA?AN|1986|12|-3.5
17886|YATA?AN|1986|13|-3.5
17886|YATA?AN|1987|1|-5.0
17886|YATA?AN|1987|2|-3.2
17886|YATA?AN|1987|3|-5.0
17886|YATA?AN|1987|4|1.5
17886|YATA?AN|1987|5|3.6
17886|YATA?AN|1987|6|10.0
17886|YATA?AN|1987|7|13.4
17886|YATA?AN|1987|8|12.8
17886|YATA?AN|1987|9|10.0
17886|YATA?AN|1987|10|4.2
17886|YATA?AN|1987|11|-0.6
17886|YATA?AN|1987|12|-5.7
17886|YATA?AN|1987|13|-5.7
17886|YATA?AN|1988|1|-5.1
17886|YATA?AN|1988|2|-3.5
17886|YATA?AN|1988|3|-3.2
17886|YATA?AN|1988|4|1.0
17886|YATA?AN|1988|5|6.1
17886|YATA?AN|1988|6|10.0
17886|YATA?AN|1988|7|15.8
17886|YATA?AN|1988|8|13.0
17886|YATA?AN|1988|9|9.1
17886|YATA?AN|1988|10|4.9
17886|YATA?AN|1988|11|-3.7
17886|YATA?AN|1988|12|-3.4
17886|YATA?AN|1988|13|-5.1
17886|YATA?AN|1989|1|-6.8
17886|YATA?AN|1989|2|-5.2
17886|YATA?AN|1989|3|1.5
17886|YATA?AN|1989|4|4.3
17886|YATA?AN|1989|5|5.2
17886|YATA?AN|1989|6|10.9
17886|YATA?AN|1989|7|15.5
17886|YATA?AN|1989|8|15.8
17886|YATA?AN|1989|9|10.0
17886|YATA?AN|1989|10|4.6
17886|YATA?AN|1989|11|0.6
17886|YATA?AN|1989|12|-4.0
17886|YATA?AN|1989|13|-6.8
17886|YATA?AN|1990|1|-6.4
17886|YATA?AN|1990|2|-3.5
17886|YATA?AN|1990|3|-1.9
17886|YATA?AN|1990|4|3.0
17886|YATA?AN|1990|5|3.1
17886|YATA?AN|1990|6|5.9
17886|YATA?AN|1990|7|14.7
17886|YATA?AN|1990|8|15.3
17886|YATA?AN|1990|9|9.2
17886|YATA?AN|1990|10|2.3
17886|YATA?AN|1990|11|-1.6
17886|YATA?AN|1990|12|0.0
17886|YATA?AN|1990|13|-6.4
17886|YATA?AN|1991|1|-3.9
17886|YATA?AN|1991|2|-8.8
17886|YATA?AN|1991|3|-0.5
17886|YATA?AN|1991|4|3.8
17886|YATA?AN|1991|5|5.0
17886|YATA?AN|1991|6|7.6
17886|YATA?AN|1991|7|13.8
17886|YATA?AN|1991|8|14.9
17886|YATA?AN|1991|9|11.6
17886|YATA?AN|1991|10|3.0
17886|YATA?AN|1991|11|-1.2
17886|YATA?AN|1991|12|-4.6
17886|YATA?AN|1991|13|-8.8
17886|YATA?AN|1992|1|-6.0
17886|YATA?AN|1992|2|-8.4
17886|YATA?AN|1992|3|-4.8
17886|YATA?AN|1992|4|1.4
17886|YATA?AN|1992|5|5.6
17886|YATA?AN|1992|6|12.0
17886|YATA?AN|1992|7|12.7
17886|YATA?AN|1992|8|14.7
17886|YATA?AN|1992|9|6.7
17886|YATA?AN|1992|10|6.1
17886|YATA?AN|1992|11|-4.5
17886|YATA?AN|1992|12|-6.7
17886|YATA?AN|1992|13|-8.4
17886|YATA?AN|1993|1|-5.3
17886|YATA?AN|1993|2|-5.2
17886|YATA?AN|1993|3|-1.7
17886|YATA?AN|1993|4|1.2
17886|YATA?AN|1993|5|5.5
17886|YATA?AN|1993|6|12.0
17886|YATA?AN|1993|7|13.5
17886|YATA?AN|1993|8|15.0
17886|YATA?AN|1993|9|7.2
17886|YATA?AN|1993|10|6.0
17886|YATA?AN|1993|11|-1.5
17886|YATA?AN|1993|12|-1.5
17886|YATA?AN|1993|13|-5.3
17886|YATA?AN|1994|1|-1.6
17886|YATA?AN|1994|2|-2.8
17886|YATA?AN|1994|3|-2.0
17886|YATA?AN|1994|4|3.6
17886|YATA?AN|1994|5|5.4
17886|YATA?AN|1994|6|10.2
17886|YATA?AN|1994|7|14.3
17886|YATA?AN|1994|8|15.5
17886|YATA?AN|1994|9|13.6
17886|YATA?AN|1994|10|7.4
17886|YATA?AN|1994|11|-4.1
17886|YATA?AN|1994|12|-4.4
17886|YATA?AN|1994|13|-4.4
17886|YATA?AN|1995|1|-2.2
17886|YATA?AN|1995|2|-3.1
17886|YATA?AN|1995|3|-1.0
17886|YATA?AN|1995|4|-0.5
17886|YATA?AN|1995|5|4.2
17886|YATA?AN|1995|6|12.8
17886|YATA?AN|1995|7|15.3
17886|YATA?AN|1995|8|10.7
17886|YATA?AN|1995|9|9.5
17886|YATA?AN|1995|10|2.6
17886|YATA?AN|1995|11|-4.5
17886|YATA?AN|1995|12|-3.0
17886|YATA?AN|1995|13|-4.5
17886|YATA?AN|1996|1|-6.0
17886|YATA?AN|1996|2|-2.3
17886|YATA?AN|1996|3|-1.3
17886|YATA?AN|1996|4|0.8
17886|YATA?AN|1996|5|7.6
17886|YATA?AN|1996|6|10.7
17886|YATA?AN|1996|7|14.8
17886|YATA?AN|1996|8|14.6
17886|YATA?AN|1996|9|7.9
17886|YATA?AN|1996|10|0.4
17886|YATA?AN|1996|11|0.8
17886|YATA?AN|1996|12|0.2
17886|YATA?AN|1996|13|-6.0
17886|YATA?AN|1997|1|-4.8
17886|YATA?AN|1997|2|-8.5
17886|YATA?AN|1997|3|-3.8
17886|YATA?AN|1997|4|-3.1
17886|YATA?AN|1997|5|6.9
17886|YATA?AN|1997|6|8.3
17886|YATA?AN|1997|7|15.2
17886|YATA?AN|1997|8|12.0
17886|YATA?AN|1997|9|7.4
17886|YATA?AN|1997|10|3.8
17886|YATA?AN|1997|11|2.8
17886|YATA?AN|1997|12|-4.2
17886|YATA?AN|1997|13|-8.5
17886|YATA?AN|1998|1|-2.8
17886|YATA?AN|1998|2|-2.6
17886|YATA?AN|1998|3|-3.2
17886|YATA?AN|1998|4|3.7
17886|YATA?AN|1998|5|7.9
17886|YATA?AN|1998|6|12.1
17886|YATA?AN|1998|7|14.5
17886|YATA?AN|1998|8|16.3
17886|YATA?AN|1998|9|10.1
17886|YATA?AN|1998|10|3.9
17886|YATA?AN|1998|11|1.2
17886|YATA?AN|1998|12|-0.5
17886|YATA?AN|1998|13|-3.2
17886|YATA?AN|1999|1|-1.3
17886|YATA?AN|1999|2|-3.2
17886|YATA?AN|1999|3|-2.0
17886|YATA?AN|1999|4|4.1
17886|YATA?AN|1999|5|7.8
17886|YATA?AN|1999|6|12.9
17886|YATA?AN|1999|7|16.3
17886|YATA?AN|1999|8|14.4
17886|YATA?AN|1999|9|11.7
17886|YATA?AN|1999|10|5.8
17886|YATA?AN|1999|11|-4.5
17886|YATA?AN|1999|12|-2.9
17886|YATA?AN|1999|13|-4.5
17886|YATA?AN|2000|1|-5.2
17886|YATA?AN|2000|2|-3.3
17886|YATA?AN|2000|3|-3.1
17886|YATA?AN|2000|4|3.8
17886|YATA?AN|2000|5|6.5
17886|YATA?AN|2000|6|10.9
17886|YATA?AN|2000|7|14.8
17886|YATA?AN|2000|8|14.0
17886|YATA?AN|2000|9|8.0
17886|YATA?AN|2000|10|3.2
17886|YATA?AN|2000|11|1.1
17886|YATA?AN|2000|12|-3.0
17886|YATA?AN|2000|13|-5.2
17886|YATA?AN|2001|1|-2.2
17886|YATA?AN|2001|2|-3.2
17886|YATA?AN|2001|3|4.0
17886|YATA?AN|2001|4|2.4
17886|YATA?AN|2001|5|5.8
17886|YATA?AN|2001|6|9.7
17886|YATA?AN|2001|7|15.7
17886|YATA?AN|2001|8|16.4
17886|YATA?AN|2001|9|8.9
17886|YATA?AN|2001|10|1.7
17886|YATA?AN|2001|11|-2.9
17886|YATA?AN|2001|12|-3.5
17886|YATA?AN|2001|13|-3.5
17886|YATA?AN|2002|1|-5.6
17886|YATA?AN|2002|2|-1.0
17886|YATA?AN|2002|3|-0.2
17886|YATA?AN|2002|4|2.8
17886|YATA?AN|2002|5|8.8
17886|YATA?AN|2002|6|10.8
17886|YATA?AN|2002|7|14.9
17886|YATA?AN|2002|8|14.8
17886|YATA?AN|2002|9|9.0
17886|YATA?AN|2002|10|1.0
17886|YATA?AN|2002|11|1.8
17886|YATA?AN|2002|12|-6.4
17886|YATA?AN|2002|13|-6.4
17886|YATA?AN|2003|1|-1.4
17886|YATA?AN|2003|2|-5.3
17886|YATA?AN|2003|3|-2.1
17886|YATA?AN|2003|4|-0.2
17886|YATA?AN|2003|5|9.2
17886|YATA?AN|2003|6|11.5
17886|YATA?AN|2003|7|15.9
17886|YATA?AN|2003|8|13.8
17886|YATA?AN|2003|9|9.5
17886|YATA?AN|2003|10|0.8
17886|YATA?AN|2003|11|-1.1
17886|YATA?AN|2003|12|-3.5
17886|YATA?AN|2003|13|-5.3
17886|YATA?AN|2004|1|-6.5
17886|YATA?AN|2004|2|-7.4
17886|YATA?AN|2004|3|-4.2
17886|YATA?AN|2004|4|0.1
17886|YATA?AN|2004|5|6.9
17886|YATA?AN|2004|6|10.8
17886|YATA?AN|2004|7|15.7
17886|YATA?AN|2004|8|14.4
17886|YATA?AN|2004|9|8.9
17886|YATA?AN|2004|10|9.0
17886|YATA?AN|2004|11|-3.0
17886|YATA?AN|2004|12|-4.9
17886|YATA?AN|2004|13|-7.4
17886|YATA?AN|2005|1|-3.8
17886|YATA?AN|2005|2|-5.6
17886|YATA?AN|2005|3|-3.2
17886|YATA?AN|2005|4|-0.2
17886|YATA?AN|2005|5|5.2
17886|YATA?AN|2005|6|11.0
17886|YATA?AN|2005|7|15.1
17886|YATA?AN|2005|8|15.8
17886|YATA?AN|2005|9|11.0
17886|YATA?AN|2005|10|2.0
17886|YATA?AN|2005|11|-3.1
